segment_id,level_rule_id,level,level_score,computed_at
SEG_000478,1,2,35.5,2026-02-16 01:31:59
SEG_000479,1,2,35.5,2026-02-16 01:31:59
SEG_000480,1,2,38.5,2026-02-16 01:31:59
SEG_000481,1,2,35.5,2026-02-16 01:31:59
SEG_000482,1,3,45.0,2026-02-16 01:31:59
SEG_000483,1,3,45.0,2026-02-16 01:31:59
SEG_000484,1,2,33.0,2026-02-16 01:31:59
SEG_000485,1,1,29.8,2026-02-16 01:31:59
SEG_000486,1,1,29.8,2026-02-16 01:31:59
SEG_000487,1,1,29.8,2026-02-16 01:31:59
SEG_000488,1,2,37.2,2026-02-16 01:31:59
SEG_000489,1,1,29.8,2026-02-16 01:31:59
SEG_000490,1,1,29.8,2026-02-16 01:31:59
SEG_000491,1,1,29.8,2026-02-16 01:31:59
SEG_000492,1,1,29.8,2026-02-16 01:31:59
SEG_000493,1,2,32.8,2026-02-16 01:31:59
SEG_000494,1,2,32.8,2026-02-16 01:31:59
