segment_id,level_rule_id,level,level_score,computed_at
SEG_002024,1,1,28.8,2026-02-16 01:31:59
SEG_002025,1,2,33.2,2026-02-16 01:31:59
SEG_002026,1,3,53.3,2026-02-16 01:31:59
SEG_002027,1,3,48.0,2026-02-16 01:31:59
SEG_002028,1,3,70.0,2026-02-16 01:31:59
SEG_002029,1,3,70.0,2026-02-16 01:31:59
SEG_002030,1,3,45.0,2026-02-16 01:31:59
SEG_002031,1,3,43.8,2026-02-16 01:31:59
SEG_002032,1,3,52.6,2026-02-16 01:31:59
SEG_002033,1,3,52.6,2026-02-16 01:31:59
SEG_002034,1,3,43.8,2026-02-16 01:31:59
SEG_002035,1,3,53.9,2026-02-16 01:31:59
SEG_002036,1,3,45.0,2026-02-16 01:31:59
SEG_002037,1,1,30.0,2026-02-16 01:31:59
SEG_002038,1,1,30.0,2026-02-16 01:31:59
SEG_002039,1,1,30.0,2026-02-16 01:31:59
SEG_002040,1,3,47.5,2026-02-16 01:31:59
SEG_002041,1,3,45.0,2026-02-16 01:31:59
SEG_002042,1,2,36.0,2026-02-16 01:31:59
SEG_002043,1,2,36.0,2026-02-16 01:31:59
SEG_002044,1,2,34.8,2026-02-16 01:31:59
SEG_002045,1,2,33.2,2026-02-16 01:31:59
SEG_002046,1,3,42.5,2026-02-16 01:31:59
SEG_002047,1,3,42.5,2026-02-16 01:31:59
SEG_002048,1,3,42.5,2026-02-16 01:31:59
SEG_002049,1,2,31.8,2026-02-16 01:31:59
SEG_002050,1,1,28.8,2026-02-16 01:31:59
SEG_002051,1,3,43.8,2026-02-16 01:31:59
SEG_002052,1,3,43.8,2026-02-16 01:31:59
SEG_002053,1,2,40.5,2026-02-16 01:31:59
SEG_002054,1,3,45.0,2026-02-16 01:31:59
SEG_002055,1,3,52.3,2026-02-16 01:31:59
SEG_002056,1,3,54.0,2026-02-16 01:31:59
SEG_002057,1,2,35.5,2026-02-16 01:31:59
SEG_002058,1,3,43.0,2026-02-16 01:31:59
SEG_002059,1,3,43.5,2026-02-16 01:31:59
SEG_002060,1,1,28.8,2026-02-16 01:31:59
SEG_002061,1,3,45.0,2026-02-16 01:31:59
SEG_002062,1,3,47.5,2026-02-16 01:31:59
SEG_002063,1,3,43.8,2026-02-16 01:31:59
SEG_002064,1,2,36.2,2026-02-16 01:31:59
SEG_002065,1,3,42.5,2026-02-16 01:31:59
SEG_002066,1,1,30.2,2026-02-16 01:31:59
SEG_002067,1,1,28.8,2026-02-16 01:31:59
SEG_002068,1,1,30.0,2026-02-16 01:31:59
SEG_002069,1,3,45.0,2026-02-16 01:31:59
SEG_002070,1,1,27.5,2026-02-16 01:31:59
SEG_002071,1,2,36.0,2026-02-16 01:31:59
SEG_002072,1,2,32.0,2026-02-16 01:31:59
SEG_002073,1,1,30.0,2026-02-16 01:31:59
SEG_002074,1,2,33.0,2026-02-16 01:31:59
SEG_002075,1,2,36.0,2026-02-16 01:31:59
SEG_002076,1,1,30.0,2026-02-16 01:31:59
SEG_002077,1,2,31.5,2026-02-16 01:31:59
SEG_002078,1,1,30.0,2026-02-16 01:31:59
SEG_002079,1,2,31.8,2026-02-16 01:31:59
SEG_002080,1,2,34.5,2026-02-16 01:31:59
SEG_002081,1,1,30.0,2026-02-16 01:31:59
SEG_002082,1,1,28.8,2026-02-16 01:31:59
SEG_002083,1,2,38.5,2026-02-16 01:31:59
SEG_002084,1,3,43.8,2026-02-16 01:31:59
SEG_002085,1,1,28.8,2026-02-16 01:31:59
SEG_002086,1,1,27.5,2026-02-16 01:31:59
SEG_002087,1,2,31.5,2026-02-16 01:31:59
SEG_002088,1,1,30.0,2026-02-16 01:31:59
SEG_002089,1,1,28.8,2026-02-16 01:31:59
SEG_002090,1,1,28.8,2026-02-16 01:31:59
SEG_002091,1,1,28.8,2026-02-16 01:31:59
SEG_002092,1,1,28.8,2026-02-16 01:31:59
SEG_002093,1,2,37.8,2026-02-16 01:31:59
SEG_002094,1,1,28.8,2026-02-16 01:31:59
SEG_002095,1,2,40.5,2026-02-16 01:31:59
SEG_002096,1,1,30.0,2026-02-16 01:31:59
SEG_002097,1,1,30.0,2026-02-16 01:31:59
SEG_002098,1,2,36.8,2026-02-16 01:31:59
SEG_002099,1,1,28.8,2026-02-16 01:31:59
SEG_002100,1,3,42.2,2026-02-16 01:31:59
SEG_002101,1,2,39.2,2026-02-16 01:31:59
SEG_002102,1,3,68.8,2026-02-16 01:31:59
SEG_002103,1,3,68.8,2026-02-16 01:31:59
SEG_002104,1,3,61.5,2026-02-16 01:31:59
SEG_002105,1,3,42.9,2026-02-16 01:31:59
SEG_002106,1,3,48.9,2026-02-16 01:31:59
SEG_002107,1,3,45.0,2026-02-16 01:31:59
SEG_002108,1,1,30.0,2026-02-16 01:31:59
SEG_002109,1,1,30.0,2026-02-16 01:31:59
SEG_002110,1,3,43.5,2026-02-16 01:31:59
SEG_002111,1,3,42.4,2026-02-16 01:31:59
SEG_002112,1,3,67.0,2026-02-16 01:31:59
SEG_002113,1,2,40.5,2026-02-16 01:31:59
SEG_002114,1,3,68.8,2026-02-16 01:31:59
SEG_002115,1,3,44.1,2026-02-16 01:31:59
SEG_002116,1,2,40.0,2026-02-16 01:31:59
SEG_002117,1,2,40.7,2026-02-16 01:31:59
SEG_002118,1,3,45.0,2026-02-16 01:31:59
SEG_002119,1,2,40.8,2026-02-16 01:31:59
SEG_002120,1,3,43.8,2026-02-16 01:31:59
SEG_002121,1,3,43.8,2026-02-16 01:31:59
SEG_002122,1,3,43.8,2026-02-16 01:31:59
SEG_002123,1,2,39.0,2026-02-16 01:31:59
SEG_002124,1,3,45.0,2026-02-16 01:31:59
SEG_002125,1,2,31.5,2026-02-16 01:31:59
SEG_002126,1,2,33.0,2026-02-16 01:31:59
SEG_002127,1,2,36.0,2026-02-16 01:31:59
SEG_002128,1,3,53.9,2026-02-16 01:31:59
SEG_002129,1,3,67.2,2026-02-16 01:31:59
SEG_002130,1,2,38.5,2026-02-16 01:31:59
SEG_002131,1,3,43.8,2026-02-16 01:31:59
SEG_002132,1,2,38.5,2026-02-16 01:31:59
SEG_002133,1,3,43.8,2026-02-16 01:31:59
SEG_002134,1,3,43.8,2026-02-16 01:31:59
SEG_002135,1,3,60.0,2026-02-16 01:31:59
SEG_002136,1,3,45.0,2026-02-16 01:31:59
SEG_002137,1,3,43.8,2026-02-16 01:31:59
SEG_002138,1,2,38.5,2026-02-16 01:31:59
SEG_002139,1,1,28.8,2026-02-16 01:31:59
SEG_002140,1,3,58.5,2026-02-16 01:31:59
SEG_002141,1,2,37.8,2026-02-16 01:31:59
SEG_002142,1,1,28.8,2026-02-16 01:31:59
SEG_002143,1,1,28.8,2026-02-16 01:31:59
SEG_002144,1,3,46.5,2026-02-16 01:31:59
SEG_002145,1,3,43.8,2026-02-16 01:31:59
SEG_002146,1,2,37.8,2026-02-16 01:31:59
SEG_002147,1,3,43.8,2026-02-16 01:31:59
SEG_002148,1,3,44.2,2026-02-16 01:31:59
SEG_002149,1,2,39.0,2026-02-16 01:31:59
SEG_002150,1,1,28.8,2026-02-16 01:31:59
SEG_002151,1,2,32.8,2026-02-16 01:31:59
SEG_002152,1,2,32.8,2026-02-16 01:31:59
SEG_002153,1,1,29.8,2026-02-16 01:31:59
SEG_002154,1,1,29.8,2026-02-16 01:31:59
SEG_002155,1,2,32.8,2026-02-16 01:31:59
SEG_002156,1,2,32.8,2026-02-16 01:31:59
SEG_002157,1,2,32.8,2026-02-16 01:31:59
SEG_002158,1,1,29.8,2026-02-16 01:31:59
SEG_002159,1,2,41.8,2026-02-16 01:31:59
SEG_002160,1,1,29.8,2026-02-16 01:31:59
SEG_002161,1,1,29.8,2026-02-16 01:31:59
SEG_002162,1,1,29.8,2026-02-16 01:31:59
SEG_002163,1,1,29.8,2026-02-16 01:31:59
SEG_002164,1,1,29.8,2026-02-16 01:31:59
SEG_002165,1,1,29.8,2026-02-16 01:31:59
SEG_002166,1,2,32.8,2026-02-16 01:31:59
SEG_002167,1,2,32.8,2026-02-16 01:31:59
SEG_002168,1,2,37.2,2026-02-16 01:31:59
SEG_002169,1,3,44.8,2026-02-16 01:31:59
SEG_002170,1,3,44.8,2026-02-16 01:31:59
SEG_002171,1,1,29.8,2026-02-16 01:31:59
SEG_002172,1,2,37.2,2026-02-16 01:31:59
SEG_002173,1,2,32.8,2026-02-16 01:31:59
SEG_002174,1,1,29.8,2026-02-16 01:31:59
SEG_002175,1,1,29.8,2026-02-16 01:31:59
SEG_002176,1,1,29.8,2026-02-16 01:31:59
SEG_002177,1,3,53.8,2026-02-16 01:31:59
SEG_002178,1,1,29.8,2026-02-16 01:31:59
SEG_002179,1,2,40.2,2026-02-16 01:31:59
SEG_002180,1,3,59.0,2026-02-16 01:31:59
SEG_002181,1,3,60.5,2026-02-16 01:31:59
SEG_002182,1,3,59.0,2026-02-16 01:31:59
SEG_002183,1,3,46.0,2026-02-16 01:31:59
SEG_002184,1,2,31.2,2026-02-16 01:31:59
SEG_002185,1,1,29.8,2026-02-16 01:31:59
SEG_002186,1,2,34.0,2026-02-16 01:31:59
SEG_002187,1,1,29.8,2026-02-16 01:31:59
SEG_002188,1,1,29.8,2026-02-16 01:31:59
SEG_002189,1,2,35.8,2026-02-16 01:31:59
SEG_002190,1,3,51.5,2026-02-16 01:31:59
SEG_002191,1,2,34.0,2026-02-16 01:31:59
SEG_002192,1,2,35.8,2026-02-16 01:31:59
SEG_002193,1,1,29.8,2026-02-16 01:31:59
SEG_002194,1,2,40.0,2026-02-16 01:31:59
SEG_002195,1,2,41.3,2026-02-16 01:31:59
SEG_002196,1,3,51.5,2026-02-16 01:31:59
SEG_002197,1,3,51.5,2026-02-16 01:31:59
SEG_002198,1,1,29.8,2026-02-16 01:31:59
SEG_002199,1,1,29.8,2026-02-16 01:31:59
SEG_002200,1,1,29.8,2026-02-16 01:31:59
SEG_002201,1,1,29.8,2026-02-16 01:31:59
SEG_002202,1,1,31.0,2026-02-16 01:31:59
SEG_002203,1,1,31.0,2026-02-16 01:31:59
SEG_002204,1,1,31.0,2026-02-16 01:31:59
SEG_002205,1,2,31.2,2026-02-16 01:31:59
SEG_002206,1,2,35.5,2026-02-16 01:31:59
SEG_002207,1,2,32.5,2026-02-16 01:31:59
SEG_002208,1,1,29.8,2026-02-16 01:31:59
SEG_002209,1,2,34.0,2026-02-16 01:31:59
SEG_002210,1,1,29.8,2026-02-16 01:31:59
SEG_002211,1,1,31.0,2026-02-16 01:31:59
SEG_002212,1,1,29.8,2026-02-16 01:31:59
SEG_002213,1,3,44.5,2026-02-16 01:31:59
SEG_002214,1,3,44.8,2026-02-16 01:31:59
SEG_002215,1,3,51.5,2026-02-16 01:31:59
SEG_002216,1,1,29.8,2026-02-16 01:31:59
SEG_002217,1,2,40.8,2026-02-16 01:31:59
SEG_002218,1,1,29.8,2026-02-16 01:31:59
SEG_002219,1,1,29.8,2026-02-16 01:31:59
SEG_002220,1,2,40.8,2026-02-16 01:31:59
SEG_002221,1,1,29.8,2026-02-16 01:31:59
SEG_002222,1,3,51.5,2026-02-16 01:31:59
SEG_002223,1,1,29.8,2026-02-16 01:31:59
SEG_002224,1,2,34.2,2026-02-16 01:31:59
SEG_002225,1,3,53.8,2026-02-16 01:31:59
SEG_002226,1,3,44.8,2026-02-16 01:31:59
SEG_002227,1,2,38.8,2026-02-16 01:31:59
SEG_002228,1,2,41.0,2026-02-16 01:31:59
SEG_002229,1,1,29.8,2026-02-16 01:31:59
SEG_002230,1,1,29.8,2026-02-16 01:31:59
SEG_002231,1,1,29.8,2026-02-16 01:31:59
SEG_002232,1,2,38.8,2026-02-16 01:31:59
SEG_002233,1,2,38.8,2026-02-16 01:31:59
SEG_002234,1,2,41.0,2026-02-16 01:31:59
SEG_002235,1,2,38.8,2026-02-16 01:31:59
SEG_002236,1,1,29.8,2026-02-16 01:31:59
SEG_002237,1,2,34.2,2026-02-16 01:31:59
SEG_002238,1,2,38.8,2026-02-16 01:31:59
SEG_002239,1,3,42.5,2026-02-16 01:31:59
SEG_002240,1,2,38.8,2026-02-16 01:31:59
SEG_002241,1,2,38.8,2026-02-16 01:31:59
SEG_002242,1,1,29.8,2026-02-16 01:31:59
SEG_002243,1,3,53.5,2026-02-16 01:31:59
SEG_002244,1,1,31.0,2026-02-16 01:31:59
SEG_002245,1,1,31.0,2026-02-16 01:31:59
SEG_002246,1,1,31.0,2026-02-16 01:31:59
SEG_002247,1,2,32.5,2026-02-16 01:31:59
SEG_002248,1,1,31.0,2026-02-16 01:31:59
SEG_002249,1,1,31.0,2026-02-16 01:31:59
SEG_002250,1,2,32.5,2026-02-16 01:31:59
SEG_002251,1,1,31.0,2026-02-16 01:31:59
SEG_002252,1,1,31.0,2026-02-16 01:31:59
SEG_002253,1,2,34.0,2026-02-16 01:31:59
SEG_002254,1,1,31.0,2026-02-16 01:31:59
SEG_002255,1,1,31.0,2026-02-16 01:31:59
SEG_002256,1,1,31.0,2026-02-16 01:31:59
SEG_002257,1,2,32.5,2026-02-16 01:31:59
SEG_002258,1,1,29.8,2026-02-16 01:31:59
SEG_002259,1,1,29.8,2026-02-16 01:31:59
SEG_002260,1,2,34.2,2026-02-16 01:31:59
SEG_002261,1,2,32.8,2026-02-16 01:31:59
SEG_002262,1,1,29.8,2026-02-16 01:31:59
SEG_002263,1,1,29.8,2026-02-16 01:31:59
SEG_002264,1,1,29.8,2026-02-16 01:31:59
SEG_002265,1,1,29.8,2026-02-16 01:31:59
SEG_002266,1,2,31.2,2026-02-16 01:31:59
SEG_002267,1,1,29.8,2026-02-16 01:31:59
SEG_002268,1,1,29.8,2026-02-16 01:31:59
SEG_002269,1,2,31.2,2026-02-16 01:31:59
SEG_002270,1,1,29.8,2026-02-16 01:31:59
SEG_002271,1,1,29.8,2026-02-16 01:31:59
SEG_002272,1,1,29.8,2026-02-16 01:31:59
SEG_002273,1,1,29.8,2026-02-16 01:31:59
SEG_002274,1,1,29.8,2026-02-16 01:31:59
SEG_002275,1,2,31.2,2026-02-16 01:31:59
SEG_002276,1,1,29.8,2026-02-16 01:31:59
SEG_002277,1,1,29.8,2026-02-16 01:31:59
SEG_002278,1,2,41.8,2026-02-16 01:31:59
SEG_002279,1,2,34.8,2026-02-16 01:31:59
SEG_002280,1,2,34.8,2026-02-16 01:31:59
SEG_002281,1,2,38.5,2026-02-16 01:31:59
SEG_002282,1,2,34.8,2026-02-16 01:31:59
SEG_002283,1,2,33.5,2026-02-16 01:31:59
SEG_002284,1,2,38.5,2026-02-16 01:31:59
SEG_002285,1,3,46.0,2026-02-16 01:31:59
SEG_002286,1,2,38.5,2026-02-16 01:31:59
SEG_002287,1,3,46.0,2026-02-16 01:31:59
SEG_002288,1,2,37.2,2026-02-16 01:31:59
SEG_002289,1,2,32.8,2026-02-16 01:31:59
SEG_002290,1,2,39.8,2026-02-16 01:31:59
SEG_002291,1,1,29.8,2026-02-16 01:31:59
SEG_002292,1,2,39.9,2026-02-16 01:31:59
SEG_002293,1,1,30.0,2026-02-16 01:31:59
SEG_002294,1,1,30.0,2026-02-16 01:31:59
SEG_002295,1,1,30.0,2026-02-16 01:31:59
SEG_002296,1,2,32.5,2026-02-16 01:31:59
SEG_002297,1,2,32.5,2026-02-16 01:31:59
SEG_002298,1,2,32.5,2026-02-16 01:31:59
SEG_002299,1,2,32.5,2026-02-16 01:31:59
SEG_002300,1,1,30.0,2026-02-16 01:31:59
SEG_002301,1,1,30.0,2026-02-16 01:31:59
SEG_002302,1,1,30.0,2026-02-16 01:31:59
SEG_002303,1,1,30.0,2026-02-16 01:31:59
SEG_002304,1,2,33.0,2026-02-16 01:31:59
SEG_002305,1,1,30.0,2026-02-16 01:31:59
SEG_002306,1,1,30.0,2026-02-16 01:31:59
SEG_002307,1,1,30.0,2026-02-16 01:31:59
SEG_002308,1,2,32.5,2026-02-16 01:31:59
SEG_002309,1,2,32.5,2026-02-16 01:31:59
SEG_002310,1,1,30.0,2026-02-16 01:31:59
SEG_002311,1,1,30.0,2026-02-16 01:31:59
SEG_002312,1,3,42.9,2026-02-16 01:31:59
SEG_002313,1,3,42.9,2026-02-16 01:31:59
SEG_002314,1,3,42.9,2026-02-16 01:31:59
SEG_002315,1,3,45.4,2026-02-16 01:31:59
SEG_002316,1,2,33.0,2026-02-16 01:31:59
SEG_002317,1,2,37.5,2026-02-16 01:31:59
SEG_002318,1,2,36.0,2026-02-16 01:31:59
SEG_002319,1,2,33.0,2026-02-16 01:31:59
SEG_002320,1,2,33.0,2026-02-16 01:31:59
SEG_002321,1,1,29.8,2026-02-16 01:31:59
SEG_002322,1,3,43.2,2026-02-16 01:31:59
SEG_002323,1,3,44.8,2026-02-16 01:31:59
SEG_002324,1,3,44.8,2026-02-16 01:31:59
SEG_002325,1,2,34.2,2026-02-16 01:31:59
SEG_002326,1,1,29.8,2026-02-16 01:31:59
SEG_002327,1,2,39.5,2026-02-16 01:31:59
SEG_002328,1,3,44.8,2026-02-16 01:31:59
SEG_002329,1,3,43.8,2026-02-16 01:31:59
SEG_002330,1,1,29.8,2026-02-16 01:31:59
SEG_002331,1,3,44.8,2026-02-16 01:31:59
SEG_002332,1,2,39.5,2026-02-16 01:31:59
SEG_002333,1,2,32.8,2026-02-16 01:31:59
SEG_002334,1,2,34.2,2026-02-16 01:31:59
SEG_002335,1,2,31.2,2026-02-16 01:31:59
SEG_002336,1,3,66.8,2026-02-16 01:31:59
SEG_002337,1,3,56.2,2026-02-16 01:31:59
SEG_002338,1,2,31.2,2026-02-16 01:31:59
SEG_002339,1,1,29.8,2026-02-16 01:31:59
SEG_002340,1,2,38.5,2026-02-16 01:31:59
SEG_002341,1,2,37.0,2026-02-16 01:31:59
SEG_002342,1,3,44.8,2026-02-16 01:31:59
SEG_002343,1,2,37.2,2026-02-16 01:31:59
SEG_002344,1,3,68.2,2026-02-16 01:31:59
SEG_002345,1,3,44.8,2026-02-16 01:31:59
SEG_002346,1,3,44.8,2026-02-16 01:31:59
SEG_002347,1,1,29.8,2026-02-16 01:31:59
SEG_002348,1,1,29.8,2026-02-16 01:31:59
SEG_002349,1,1,29.8,2026-02-16 01:31:59
SEG_002350,1,1,29.8,2026-02-16 01:31:59
SEG_002351,1,2,37.2,2026-02-16 01:31:59
SEG_002352,1,2,37.2,2026-02-16 01:31:59
SEG_002353,1,2,37.2,2026-02-16 01:31:59
SEG_002354,1,2,37.2,2026-02-16 01:31:59
SEG_002355,1,2,37.2,2026-02-16 01:31:59
SEG_002356,1,2,37.2,2026-02-16 01:31:59
SEG_002357,1,1,29.8,2026-02-16 01:31:59
SEG_002358,1,1,29.8,2026-02-16 01:31:59
SEG_002359,1,2,33.5,2026-02-16 01:31:59
SEG_002360,1,1,29.8,2026-02-16 01:31:59
SEG_002361,1,1,29.8,2026-02-16 01:31:59
SEG_002362,1,2,41.0,2026-02-16 01:31:59
SEG_002363,1,1,29.8,2026-02-16 01:31:59
SEG_002364,1,2,37.2,2026-02-16 01:31:59
SEG_002365,1,1,29.8,2026-02-16 01:31:59
SEG_002366,1,1,29.8,2026-02-16 01:31:59
SEG_002367,1,1,29.8,2026-02-16 01:31:59
SEG_002368,1,1,29.8,2026-02-16 01:31:59
SEG_002369,1,1,29.8,2026-02-16 01:31:59
SEG_002370,1,1,29.8,2026-02-16 01:31:59
SEG_002371,1,1,29.8,2026-02-16 01:31:59
SEG_002372,1,2,37.2,2026-02-16 01:31:59
SEG_002373,1,1,29.8,2026-02-16 01:31:59
SEG_002374,1,1,29.8,2026-02-16 01:31:59
SEG_002375,1,1,29.8,2026-02-16 01:31:59
SEG_002376,1,1,29.8,2026-02-16 01:31:59
SEG_002377,1,1,29.8,2026-02-16 01:31:59
SEG_002378,1,1,29.8,2026-02-16 01:31:59
SEG_002379,1,1,29.8,2026-02-16 01:31:59
SEG_002380,1,2,33.5,2026-02-16 01:31:59
SEG_002381,1,1,29.8,2026-02-16 01:31:59
SEG_002382,1,2,37.2,2026-02-16 01:31:59
SEG_002383,1,2,37.2,2026-02-16 01:31:59
SEG_002384,1,2,37.2,2026-02-16 01:31:59
SEG_002385,1,2,37.2,2026-02-16 01:31:59
SEG_002386,1,2,37.2,2026-02-16 01:31:59
SEG_002387,1,2,37.2,2026-02-16 01:31:59
SEG_002388,1,1,29.8,2026-02-16 01:31:59
SEG_002389,1,2,37.2,2026-02-16 01:31:59
SEG_002390,1,2,34.2,2026-02-16 01:31:59
SEG_002391,1,2,37.2,2026-02-16 01:31:59
SEG_002392,1,2,34.2,2026-02-16 01:31:59
SEG_002393,1,1,29.8,2026-02-16 01:31:59
SEG_002394,1,1,29.8,2026-02-16 01:31:59
SEG_002395,1,2,37.2,2026-02-16 01:31:59
SEG_002396,1,2,37.2,2026-02-16 01:31:59
SEG_002397,1,2,32.8,2026-02-16 01:31:59
SEG_002398,1,1,29.8,2026-02-16 01:31:59
SEG_002399,1,2,37.2,2026-02-16 01:31:59
SEG_002400,1,2,38.5,2026-02-16 01:31:59
SEG_002401,1,1,29.8,2026-02-16 01:31:59
SEG_002402,1,1,29.8,2026-02-16 01:31:59
SEG_002403,1,1,29.8,2026-02-16 01:31:59
SEG_002404,1,2,37.5,2026-02-16 01:31:59
SEG_002405,1,2,37.2,2026-02-16 01:31:59
SEG_002406,1,1,29.8,2026-02-16 01:31:59
SEG_002407,1,1,29.8,2026-02-16 01:31:59
SEG_002408,1,1,29.8,2026-02-16 01:31:59
SEG_002409,1,2,33.5,2026-02-16 01:31:59
SEG_002410,1,2,37.2,2026-02-16 01:31:59
SEG_002411,1,2,37.2,2026-02-16 01:31:59
SEG_002412,1,2,31.2,2026-02-16 01:31:59
SEG_002413,1,2,31.2,2026-02-16 01:31:59
SEG_002414,1,1,29.8,2026-02-16 01:31:59
SEG_002415,1,1,29.8,2026-02-16 01:31:59
SEG_002416,1,1,29.8,2026-02-16 01:31:59
SEG_002417,1,2,37.2,2026-02-16 01:31:59
SEG_002418,1,2,33.5,2026-02-16 01:31:59
SEG_002419,1,2,33.5,2026-02-16 01:31:59
SEG_002420,1,2,33.5,2026-02-16 01:31:59
SEG_002421,1,2,37.2,2026-02-16 01:31:59
SEG_002422,1,2,33.5,2026-02-16 01:31:59
SEG_002423,1,1,29.8,2026-02-16 01:31:59
SEG_002424,1,2,33.5,2026-02-16 01:31:59
SEG_002425,1,1,29.8,2026-02-16 01:31:59
SEG_002426,1,1,29.8,2026-02-16 01:31:59
SEG_002427,1,2,34.8,2026-02-16 01:31:59
SEG_002428,1,2,37.2,2026-02-16 01:31:59
SEG_002429,1,1,29.8,2026-02-16 01:31:59
SEG_002430,1,1,29.8,2026-02-16 01:31:59
SEG_002431,1,2,38.5,2026-02-16 01:31:59
SEG_002432,1,1,31.0,2026-02-16 01:31:59
SEG_002433,1,2,33.5,2026-02-16 01:31:59
SEG_002434,1,1,29.8,2026-02-16 01:31:59
SEG_002435,1,1,29.8,2026-02-16 01:31:59
SEG_002436,1,2,41.0,2026-02-16 01:31:59
SEG_002437,1,1,29.8,2026-02-16 01:31:59
SEG_002438,1,1,29.8,2026-02-16 01:31:59
SEG_002439,1,1,29.8,2026-02-16 01:31:59
SEG_002440,1,2,37.2,2026-02-16 01:31:59
SEG_002441,1,2,33.5,2026-02-16 01:31:59
SEG_002442,1,1,29.8,2026-02-16 01:31:59
SEG_002443,1,2,37.2,2026-02-16 01:31:59
SEG_002444,1,2,37.2,2026-02-16 01:31:59
SEG_002445,1,1,29.8,2026-02-16 01:31:59
SEG_002446,1,1,29.8,2026-02-16 01:31:59
SEG_002447,1,2,33.5,2026-02-16 01:31:59
SEG_002448,1,2,33.5,2026-02-16 01:31:59
SEG_002449,1,3,42.2,2026-02-16 01:31:59
SEG_002450,1,1,31.0,2026-02-16 01:31:59
SEG_002451,1,1,31.0,2026-02-16 01:31:59
SEG_002452,1,2,34.0,2026-02-16 01:31:59
SEG_002453,1,1,31.0,2026-02-16 01:31:59
SEG_002454,1,2,34.0,2026-02-16 01:31:59
SEG_002455,1,2,32.5,2026-02-16 01:31:59
SEG_002456,1,1,31.0,2026-02-16 01:31:59
SEG_002457,1,1,31.0,2026-02-16 01:31:59
SEG_002458,1,1,31.0,2026-02-16 01:31:59
SEG_002459,1,2,38.5,2026-02-16 01:31:59
SEG_002460,1,2,38.5,2026-02-16 01:31:59
SEG_002461,1,2,38.5,2026-02-16 01:31:59
SEG_002462,1,2,38.5,2026-02-16 01:31:59
SEG_002463,1,2,34.8,2026-02-16 01:31:59
SEG_002464,1,3,43.5,2026-02-16 01:31:59
SEG_002465,1,3,46.0,2026-02-16 01:31:59
SEG_002466,1,2,41.5,2026-02-16 01:31:59
SEG_002467,1,2,38.5,2026-02-16 01:31:59
SEG_002468,1,3,46.0,2026-02-16 01:31:59
SEG_002469,1,2,34.0,2026-02-16 01:31:59
SEG_002470,1,2,40.0,2026-02-16 01:31:59
SEG_002471,1,2,32.8,2026-02-16 01:31:59
SEG_002472,1,1,29.8,2026-02-16 01:31:59
SEG_002473,1,3,46.0,2026-02-16 01:31:59
SEG_002474,1,2,32.5,2026-02-16 01:31:59
SEG_002475,1,2,35.5,2026-02-16 01:31:59
SEG_002476,1,3,46.0,2026-02-16 01:31:59
SEG_002477,1,3,69.8,2026-02-16 01:31:59
SEG_002478,1,3,54.8,2026-02-16 01:31:59
SEG_002479,1,3,69.8,2026-02-16 01:31:59
SEG_002480,1,2,37.2,2026-02-16 01:31:59
SEG_002481,1,1,29.8,2026-02-16 01:31:59
SEG_002482,1,1,31.0,2026-02-16 01:31:59
SEG_002483,1,1,31.0,2026-02-16 01:31:59
SEG_002484,1,1,31.0,2026-02-16 01:31:59
SEG_002485,1,1,31.0,2026-02-16 01:31:59
SEG_002486,1,2,41.2,2026-02-16 01:31:59
SEG_002487,1,2,34.0,2026-02-16 01:31:59
SEG_002488,1,1,29.2,2026-02-16 01:31:59
SEG_002489,1,1,29.2,2026-02-16 01:31:59
SEG_002490,1,1,29.2,2026-02-16 01:31:59
SEG_002491,1,1,29.0,2026-02-16 01:31:59
SEG_002492,1,1,27.5,2026-02-16 01:31:59
SEG_002493,1,2,37.2,2026-02-16 01:31:59
SEG_002494,1,2,37.2,2026-02-16 01:31:59
SEG_002495,1,3,45.4,2026-02-16 01:31:59
SEG_002496,1,1,30.0,2026-02-16 01:31:59
SEG_002497,1,2,41.5,2026-02-16 01:31:59
SEG_002498,1,3,45.0,2026-02-16 01:31:59
SEG_002499,1,3,45.0,2026-02-16 01:31:59
SEG_002500,1,2,39.9,2026-02-16 01:31:59
SEG_002501,1,2,39.9,2026-02-16 01:31:59
SEG_002502,1,1,30.0,2026-02-16 01:31:59
SEG_002503,1,1,30.0,2026-02-16 01:31:59
SEG_002504,1,1,30.0,2026-02-16 01:31:59
SEG_002505,1,1,30.0,2026-02-16 01:31:59
SEG_002506,1,1,30.0,2026-02-16 01:31:59
SEG_002507,1,2,34.0,2026-02-16 01:31:59
SEG_002508,1,1,29.8,2026-02-16 01:31:59
SEG_002509,1,1,31.0,2026-02-16 01:31:59
SEG_002510,1,1,31.0,2026-02-16 01:31:59
SEG_002511,1,1,29.8,2026-02-16 01:31:59
SEG_002512,1,2,37.0,2026-02-16 01:31:59
SEG_002513,1,2,37.0,2026-02-16 01:31:59
SEG_002514,1,1,31.0,2026-02-16 01:31:59
SEG_002515,1,2,31.2,2026-02-16 01:31:59
SEG_002516,1,2,38.8,2026-02-16 01:31:59
SEG_002517,1,2,38.8,2026-02-16 01:31:59
SEG_002518,1,1,29.8,2026-02-16 01:31:59
SEG_002519,1,1,29.8,2026-02-16 01:31:59
SEG_002520,1,3,43.8,2026-02-16 01:31:59
SEG_002521,1,2,36.2,2026-02-16 01:31:59
SEG_002522,1,1,28.8,2026-02-16 01:31:59
