segment_id,original_way_id,road_name,highway_type,lanes,width,maxspeed,start_lat,start_lon,end_lat,end_lon,center_lat,center_lon,num_points,coordinates_json
SEG_001526,174699461,뚝섬로47길,residential,,,,37.5344488,127.079476,37.5331323,127.0779622,37.53373991666667,127.07866003333334,6,"[[127.079476, 37.5344488], [127.0792632, 37.5342637], [127.078708, 37.5337809], [127.0783093, 37.5334342], [127.0782415, 37.5333796], [127.0779622, 37.5331323]]"
SEG_001527,174699462,뚝섬로49길,residential,,,,37.5350201,127.0808832,37.5325853,127.0785211,37.53368095454545,127.07953560909091,11,"[[127.0808832, 37.5350201], [127.0806038, 37.5347257], [127.0803872, 37.5344977], [127.0799828, 37.5340719], [127.0797269, 37.5338482], [127.0792571, 37.5334374], [127.0792264, 37.5334106], [127.0790578, 37.5332632], [127.0786714, 37.5329254], [127.078574, 37.532705], [127.0785211, 37.5325853]]"
SEG_001528,174699462,뚝섬로49길,residential,,,,37.5325853,127.0785211,37.5323765,127.0784288,37.532480899999996,127.07847495,2,"[[127.0785211, 37.5325853], [127.0784288, 37.5323765]]"
SEG_001529,174699463,뚝섬로49길,residential,,,,37.5323305,127.0798663,37.532705,127.078574,37.532518466666666,127.07921766666668,3,"[[127.0798663, 37.5323305], [127.0792127, 37.5325199], [127.078574, 37.532705]]"
SEG_001530,174699464,뚝섬로49길,residential,,,,37.5334374,127.0792571,37.533163,127.0796327,37.5333002,127.0794449,2,"[[127.0792571, 37.5334374], [127.0796327, 37.533163]]"
SEG_001531,174699465,뚝섬로49길,residential,,,,37.5347257,127.0806038,37.5344216,127.0810747,37.53457365,127.08083925,2,"[[127.0806038, 37.5347257], [127.0810747, 37.5344216]]"
SEG_001532,174699466,뚝섬로49길,residential,,,,37.5344977,127.0803872,37.5346348,127.0801609,37.53456625,127.08027405,2,"[[127.0803872, 37.5344977], [127.0801609, 37.5346348]]"
SEG_001533,174699467,뚝섬로49길,residential,,,,37.5329962,127.0794362,37.5332632,127.0790578,37.5331297,127.07924700000001,2,"[[127.0794362, 37.5329962], [127.0790578, 37.5332632]]"
SEG_001534,174699468,뚝섬로49길,residential,,,,37.5338482,127.0797269,37.5335754,127.0801186,37.53370223333334,127.07993646666667,3,"[[127.0797269, 37.5338482], [127.0799639, 37.5336831], [127.0801186, 37.5335754]]"
SEG_001535,174699469,뚝섬로51길,residential,,,,37.532766,127.0791649,37.5349719,127.0816876,37.53372523636364,127.0802765909091,11,"[[127.0791649, 37.532766], [127.0794362, 37.5329962], [127.0794998, 37.5330502], [127.0796327, 37.533163], [127.0798245, 37.5333258], [127.0801186, 37.5335754], [127.080367, 37.5337862], [127.0808653, 37.5342335], [127.0810747, 37.5344216], [127.0813712, 37.5346878], [127.0816876, 37.5349719]]"
SEG_001536,174699469,뚝섬로51길,residential,,,,37.5349719,127.0816876,37.5357499,127.0825542,37.5353609,127.0821209,2,"[[127.0816876, 37.5349719], [127.0825542, 37.5357499]]"
SEG_001537,174699470,뚝섬로51길,residential,,,,37.5335754,127.0801186,37.5334195,127.0803286,37.53349745,127.08022360000001,2,"[[127.0801186, 37.5335754], [127.0803286, 37.5334195]]"
SEG_001538,174699471,뚝섬로51길,residential,,,,37.5336831,127.0799639,37.5333258,127.0798245,37.53348143333333,127.07982023333334,3,"[[127.0799639, 37.5336831], [127.0796723, 37.5334354], [127.0798245, 37.5333258]]"
SEG_001539,174699472,뚝섬로55길,residential,,,,37.5324359,127.0822643,37.5320244,127.0818181,37.532200233333334,127.0819862,3,"[[127.0822643, 37.5324359], [127.0818762, 37.5321404], [127.0818181, 37.5320244]]"
SEG_001540,174699473,뚝섬로57길,residential,,,,37.5331433,127.0830009,37.5327187,127.0825133,37.532931,127.08275710000001,2,"[[127.0830009, 37.5331433], [127.0825133, 37.5327187]]"
SEG_001541,174699474,뚝섬로57가길,residential,,,,37.5325102,127.079957,37.5323095,127.0836036,37.5321791,127.08194251111111,9,"[[127.079957, 37.5325102], [127.0806503, 37.5323121], [127.0812772, 37.5321329], [127.0816087, 37.5320664], [127.0818181, 37.5320244], [127.082459, 37.5320212], [127.0828758, 37.5320746], [127.0832329, 37.5321606], [127.0836036, 37.5323095]]"
SEG_001542,174699475,뚝섬로59길,residential,,,,37.5358165,127.0827957,37.53197,127.08432,37.53406373333333,127.08347601666667,6,"[[127.0827957, 37.5358165], [127.0829765, 37.5353212], [127.0832646, 37.5346626], [127.0836157, 37.5336777], [127.0838836, 37.5329344], [127.08432, 37.53197]]"
SEG_001543,174699476,뚝섬로67길,residential,,,,37.5352214,127.0912854,37.5351906,127.0907255,37.535226,127.09099953333333,3,"[[127.0912854, 37.5352214], [127.0909877, 37.535266], [127.0907255, 37.5351906]]"
SEG_001544,174699477,뚝섬로67길,residential,,,,37.5343015,127.0910605,37.5359464,127.0910387,37.53520015,127.09086980000001,4,"[[127.0910605, 37.5343015], [127.0907255, 37.5351906], [127.0906545, 37.5353621], [127.0910387, 37.5359464]]"
SEG_001545,174699479,이름없음,primary_link,,,,37.5280204,127.0278801,37.5291542,127.0264819,37.52863426666667,127.02713406666668,3,"[[127.0278801, 37.5280204], [127.0270402, 37.5287282], [127.0264819, 37.5291542]]"
SEG_001546,174699483,이름없음,trunk_link,,,,37.5310015,127.0232273,37.5295527,127.0223266,37.530152025,127.022624225,4,"[[127.0232273, 37.5310015], [127.0225606, 37.5301622], [127.0223824, 37.5298917], [127.0223266, 37.5295527]]"
SEG_001547,174699484,이름없음,tertiary_link,,,,37.5279151,127.0283913,37.5278122,127.0280652,37.52784473333333,127.02824243333333,3,"[[127.0283913, 37.5279151], [127.0282708, 37.5278069], [127.0280652, 37.5278122]]"
SEG_001548,174699485,이름없음,primary_link,,,,37.5292943,127.0260879,37.5277282,127.0278172,37.528533425,127.026938,4,"[[127.0260879, 37.5292943], [127.026303, 37.5290717], [127.0275439, 37.5280395], [127.0278172, 37.5277282]]"
SEG_001549,174699486,이름없음,residential,,,,37.5369926,127.0709943,37.5385444,127.0716377,37.53774638181818,127.07127595454546,11,"[[127.0709943, 37.5369926], [127.0711585, 37.5373606], [127.0712479, 37.5375611], [127.0712641, 37.5376019], [127.0712705, 37.5376393], [127.0712743, 37.5376756], [127.0712802, 37.5378135], [127.0712862, 37.5379514], [127.0713001, 37.5380086], [127.0713217, 37.5380612], [127.0716377, 37.5385444]]"
SEG_001550,174699488,이름없음,primary_link,,,,37.5200085,127.0288598,37.5201414,127.0281691,37.52003674,127.02839598,5,"[[127.0288598, 37.5200085], [127.0284236, 37.5199809], [127.0282882, 37.5200102], [127.0282392, 37.5200427], [127.0281691, 37.5201414]]"
SEG_001551,174699489,이름없음,trunk_link,,,,37.5292303,127.0224277,37.5312612,127.0242702,37.53054222,127.02356072,5,"[[127.0224277, 37.5292303], [127.0228785, 37.5296805], [127.0240648, 37.5312511], [127.0241624, 37.531288], [127.0242702, 37.5312612]]"
SEG_001552,174699490,이름없음,tertiary_link,,,,37.5282856,127.02828,37.5280842,127.0278596,37.528186219999995,127.02808425999999,5,"[[127.02828, 37.5282856], [127.0281434, 37.5282144], [127.0281193, 37.5282011], [127.028019, 37.5281458], [127.0278596, 37.5280842]]"
SEG_001553,174699491,이름없음,trunk_link,,,,37.5340212,127.0270157,37.5325163,127.0245425,37.53340871666666,127.02577145,6,"[[127.0270157, 37.5340212], [127.0265791, 37.5339429], [127.0260659, 37.5336901], [127.0255115, 37.5333821], [127.024914, 37.5328997], [127.0245425, 37.5325163]]"
SEG_001554,174699492,이름없음,trunk_link,,,,37.5334291,127.0229525,37.5310015,127.0232273,37.53211015714286,127.0234063857143,7,"[[127.0229525, 37.5334291], [127.02299, 37.5332342], [127.0236485, 37.5321586], [127.0237401, 37.5318917], [127.0237054, 37.5316351], [127.0235809, 37.5314209], [127.0232273, 37.5310015]]"
SEG_001555,174699493,이름없음,residential,,,,37.5367497,127.0701375,37.5346453,127.0717785,37.53581092,127.07088164,5,"[[127.0701375, 37.5367497], [127.0704726, 37.536338], [127.0707049, 37.5360183], [127.0713147, 37.5353033], [127.0717785, 37.5346453]]"
SEG_001556,174699494,이름없음,trunk_link,,,,37.5314157,127.0246535,37.5322831,127.0247634,37.531765825,127.024590225,4,"[[127.0246535, 37.5314157], [127.0245144, 37.5315924], [127.0244296, 37.5317721], [127.0247634, 37.5322831]]"
SEG_001557,174699495,이름없음,trunk_link,,,,37.5325163,127.0245425,37.5335236,127.0231667,37.532756271428575,127.02393115714285,7,"[[127.0245425, 37.5325163], [127.0243632, 37.5324014], [127.0241873, 37.5323937], [127.0240606, 37.5324435], [127.0239022, 37.532595], [127.0232956, 37.5334204], [127.0231667, 37.5335236]]"
SEG_001558,174699496,이름없음,tertiary,,,,37.5280204,127.0278801,37.5314157,127.0246535,37.52957022,127.02627109,10,"[[127.0278801, 37.5280204], [127.0278596, 37.5280842], [127.0274262, 37.5284594], [127.0268057, 37.528962], [127.0265261, 37.529198], [127.0260326, 37.5296408], [127.0255895, 37.5300824], [127.0250383, 37.5308103], [127.0248993, 37.531029], [127.0246535, 37.5314157]]"
SEG_001559,174699497,이름없음,tertiary,,,,37.5312612,127.0242702,37.5277282,127.0278172,37.52960279090909,127.02581008181818,11,"[[127.0242702, 37.5312612], [127.0244426, 37.5310208], [127.0244763, 37.5309826], [127.024566, 37.5308717], [127.0248255, 37.5305089], [127.0255098, 37.5297243], [127.0263555, 37.5289297], [127.0269404, 37.5284341], [127.0272127, 37.5282038], [127.0274947, 37.5279654], [127.0278172, 37.5277282]]"
SEG_001560,174866921,이름없음,trunk_link,1,,,37.5278966,127.0873365,37.5280786,127.0884879,37.52810156363636,127.08813125454547,11,"[[127.0873365, 37.5278966], [127.0877435, 37.5280391], [127.0879412, 37.5281154], [127.0880387, 37.5281435], [127.0881334, 37.5281554], [127.0882299, 37.5281589], [127.0883112, 37.5281552], [127.0883645, 37.5281434], [127.0884067, 37.5281268], [127.0884503, 37.5281043], [127.0884879, 37.5280786]]"
SEG_001561,174866921,이름없음,trunk_link,1,,,37.5280786,127.0884879,37.5274709,127.0891046,37.52784515,127.08872801666666,6,"[[127.0884879, 37.5280786], [127.0885429, 37.5280322], [127.0886343, 37.527943], [127.0887317, 37.5278466], [127.0888667, 37.5276996], [127.0891046, 37.5274709]]"
SEG_001562,174866922,이름없음,unclassified,1,,,37.5271919,127.0843856,37.5279611,127.0880531,37.527400254545455,127.08575957272727,11,"[[127.0843856, 37.5271919], [127.0844445, 37.527194], [127.0845457, 37.5271956], [127.0846086, 37.5271997], [127.0851514, 37.5272458], [127.0855986, 37.5272978], [127.0859165, 37.5273296], [127.0862173, 37.527417], [127.0870038, 37.5276005], [127.0874302, 37.5277698], [127.0880531, 37.5279611]]"
SEG_001563,174866922,이름없음,unclassified,1,,,37.5279611,127.0880531,37.5276103,127.0881007,37.52783993,127.08818735,10,"[[127.0880531, 37.5279611], [127.0881615, 37.5279677], [127.0882016, 37.5279564], [127.0882251, 37.5279325], [127.0882542, 37.5279018], [127.0882632, 37.52785], [127.088232, 37.5277792], [127.0882116, 37.5277481], [127.0881705, 37.5276922], [127.0881007, 37.5276103]]"
SEG_001564,174870608,둘레15길,residential,,,,37.534882,127.0552267,37.53719,127.05534,37.536145128571434,127.05550112857144,7,"[[127.0552267, 37.534882], [127.0556327, 37.5356668], [127.0556604, 37.5360135], [127.0556429, 37.5360778], [127.0555207, 37.5365265], [127.0554845, 37.5366593], [127.05534, 37.53719]]"
SEG_001565,174870611,둘레길,residential,,,,37.5344892,127.0574414,37.534882,127.0552267,37.53452633333333,127.05674117777777,9,"[[127.0574414, 37.5344892], [127.0572827, 37.5344573], [127.0571172, 37.5344384], [127.0569933, 37.5344385], [127.0568956, 37.5344425], [127.0568001, 37.5344624], [127.0567147, 37.5344855], [127.0561989, 37.5346412], [127.0552267, 37.534882]]"
SEG_001566,174870614,둘레길,residential,,,,37.534882,127.0552267,37.5351632,127.054236,37.535022600000005,127.05473135,2,"[[127.0552267, 37.534882], [127.054236, 37.5351632]]"
SEG_001567,174870618,왕십리로,primary,,,,37.5394392,127.0437412,37.538368,127.0436701,37.5389036,127.04370564999999,2,"[[127.0437412, 37.5394392], [127.0436701, 37.538368]]"
SEG_001568,174870625,이름없음,trunk_link,,,,37.538098,127.0433015,37.5381654,127.0425242,37.538129266666665,127.04298173333332,3,"[[127.0433015, 37.538098], [127.0431195, 37.5381244], [127.0425242, 37.5381654]]"
SEG_001569,174870627,이름없음,trunk_link,,,,37.5377958,127.0444665,37.5382903,127.0437094,37.53807296363636,127.04386053636364,11,"[[127.0444665, 37.5377958], [127.0440954, 37.5379018], [127.0439136, 37.5379626], [127.0438375, 37.5380081], [127.0437916, 37.538048], [127.0437627, 37.5380858], [127.0437442, 37.5381136], [127.0437272, 37.5381579], [127.0437108, 37.5381969], [127.043707, 37.5382418], [127.0437094, 37.5382903]]"
SEG_001570,174870627,이름없음,trunk_link,,,,37.5382903,127.0437094,37.5383644,127.0437104,37.53832735,127.0437099,2,"[[127.0437094, 37.5382903], [127.0437104, 37.5383644]]"
SEG_001571,174870629,이름없음,trunk_link,,,,37.5352717,127.0595714,37.5344544,127.0579968,37.534759533333336,127.05848753333333,6,"[[127.0595714, 37.5352717], [127.058679, 37.5348753], [127.058372, 37.5347392], [127.0582131, 37.5346552], [127.0580929, 37.5345614], [127.0579968, 37.5344544]]"
SEG_001572,174870631,이름없음,primary_link,,,,37.53555,127.0599901,37.535274,127.0602975,37.53490305454545,127.05988478181817,11,"[[127.0599901, 37.53555], [127.0599763, 37.5355012], [127.0595917, 37.534722], [127.0595856, 37.5346737], [127.0596136, 37.53463], [127.0597971, 37.534565], [127.0598396, 37.5345631], [127.0598842, 37.5345903], [127.0599123, 37.5346309], [127.0602446, 37.5352334], [127.0602975, 37.535274]]"
SEG_001573,174887147,역삼로14길,residential,,,,37.4931318,127.0358647,37.4941623,127.0353602,37.493688266666666,127.03559840000001,6,"[[127.0358647, 37.4931318], [127.0357331, 37.4934098], [127.0356464, 37.4935889], [127.0355038, 37.4938953], [127.0354822, 37.4939415], [127.0353602, 37.4941623]]"
SEG_001574,174890787,역삼로18길,residential,,,,37.4948624,127.0360018,37.4933955,127.0367104,37.494057375,127.03638889999999,4,"[[127.0360018, 37.4948624], [127.036324, 37.4941909], [127.0365194, 37.4937807], [127.0367104, 37.4933955]]"
SEG_001575,174890788,도곡로11길,residential,,,,37.4914063,127.035745,37.4928853,127.0350555,37.4921458,127.03540025000001,2,"[[127.035745, 37.4914063], [127.0350555, 37.4928853]]"
SEG_001576,174890789,도곡로19길,service,,,,37.4921749,127.0382683,37.4936547,127.0375511,37.493014224999996,127.0378627,4,"[[127.0382683, 37.4921749], [127.0379101, 37.4929108], [127.0377213, 37.4933165], [127.0375511, 37.4936547]]"
SEG_001577,174890791,논현로63길,residential,,,,37.4911284,127.0348256,37.4935063,127.0403719,37.49219263,127.03785347,10,"[[127.0348256, 37.4911284], [127.035745, 37.4914063], [127.0365579, 37.491662], [127.0374121, 37.491917], [127.0375573, 37.4919623], [127.0382683, 37.4921749], [127.039107, 37.4924286], [127.039151, 37.4924897], [127.0395386, 37.4932508], [127.0403719, 37.4935063]]"
SEG_001578,174890792,논현로71길,residential,,,,37.4939415,127.0354822,37.4952026,127.0395795,37.49450381818182,127.03734416363636,11,"[[127.0354822, 37.4939415], [127.035965, 37.4940839], [127.036324, 37.4941909], [127.0365571, 37.4942622], [127.0368563, 37.4943546], [127.0370321, 37.4944097], [127.0375069, 37.494548], [127.0376353, 37.4945846], [127.0387515, 37.4949305], [127.0390959, 37.4950335], [127.0395795, 37.4952026]]"
SEG_001579,174890793,이름없음,service,,,,37.49356,127.0336707,37.4936699,127.0340229,37.49361495,127.03384679999999,2,"[[127.0336707, 37.49356], [127.0340229, 37.4936699]]"
SEG_001580,174890794,논현로65길,residential,,,,37.4923901,127.0362035,37.4933743,127.0394806,37.49291363333333,127.0379279,6,"[[127.0362035, 37.4923901], [127.037069, 37.4926556], [127.0379101, 37.4929108], [127.0381528, 37.4929845], [127.0387514, 37.4931665], [127.0394806, 37.4933743]]"
SEG_001581,174890795,도곡로23길,residential,,,,37.4949305,127.0387515,37.4921421,127.0400499,37.4936187,127.039364275,8,"[[127.0387515, 37.4949305], [127.0389317, 37.494545], [127.0391152, 37.4941426], [127.0392947, 37.4937806], [127.0394806, 37.4933743], [127.0395386, 37.4932508], [127.039752, 37.4927837], [127.0400499, 37.4921421]]"
SEG_001582,174890796,논현로67길,residential,,,,37.4928817,127.0350422,37.4926122,127.0341175,37.49277386666667,127.03467253333334,3,"[[127.0350422, 37.4928817], [127.0348579, 37.4928277], [127.0341175, 37.4926122]]"
SEG_001583,174890797,역삼로10길,service,,,,37.4932846,127.0341878,37.4942055,127.0338228,37.4937106,127.034023075,4,"[[127.0341878, 37.4932846], [127.0340229, 37.4936699], [127.0340588, 37.4936824], [127.0338228, 37.4942055]]"
SEG_001584,174890798,역삼로14길,service,,,,37.4939007,127.0345431,37.4941623,127.0353602,37.4940315,127.03495165,2,"[[127.0345431, 37.4939007], [127.0353602, 37.4941623]]"
SEG_001585,174890799,도곡로17길,service,,,,37.4919623,127.0375573,37.4914699,127.0378662,37.4917161,127.03771175,2,"[[127.0375573, 37.4919623], [127.0378662, 37.4914699]]"
SEG_001586,175104086,양재천로11길,residential,,,,37.4759643,127.0354982,37.4747015,127.0369495,37.475422375,127.036121025,4,"[[127.0354982, 37.4759643], [127.0357584, 37.4757379], [127.036278, 37.4752858], [127.0369495, 37.4747015]]"
SEG_001587,175104087,양재천로17길,residential,,,,37.4753479,127.0380146,37.4766697,127.0364829,37.4761546,127.03708,4,"[[127.0380146, 37.4753479], [127.0370983, 37.4761391], [127.0367242, 37.4764617], [127.0364829, 37.4766697]]"
SEG_001588,175278890,양재천로3길,residential,,,,37.4750075,127.035426,37.4738129,127.0349255,37.474242966666665,127.03509963333333,3,"[[127.035426, 37.4750075], [127.0349474, 37.4739085], [127.0349255, 37.4738129]]"
SEG_001589,175278892,양재천로7길,residential,,,,37.4742676,127.0362611,37.4752755,127.0351203,37.474798975,127.03566185,4,"[[127.0362611, 37.4742676], [127.03584, 37.4746453], [127.035426, 37.4750075], [127.0351203, 37.4752755]]"
SEG_001590,175278893,양재천로13길,residential,,,,37.47494,127.03732,37.4759906,127.0360922,37.47551896666667,127.03664023333333,3,"[[127.03732, 37.47494], [127.0365085, 37.4756263], [127.0360922, 37.4759906]]"
SEG_001591,175278894,양재천로15길,residential,,,,37.4762226,127.0364006,37.4751397,127.0376569,37.475751566666666,127.03695276666667,3,"[[127.0364006, 37.4762226], [127.0368008, 37.4758924], [127.0376569, 37.4751397]]"
SEG_001592,175278895,강남대로23길,residential,,,,37.4761391,127.0370983,37.4739513,127.0355202,37.47498623333334,127.03614099999999,9,"[[127.0370983, 37.4761391], [127.0368008, 37.4758924], [127.0365085, 37.4756263], [127.036278, 37.4752858], [127.0360412, 37.4749391], [127.03584, 37.4746453], [127.0356442, 37.4743175], [127.0355378, 37.4740793], [127.0355202, 37.4739513]]"
SEG_001593,175278898,양재천로9길,residential,,,,37.4754969,127.0354286,37.47447,127.03659,37.47496866666666,127.03601993333332,3,"[[127.0354286, 37.4754969], [127.0360412, 37.4749391], [127.03659, 37.47447]]"
SEG_001594,175320262,아차산로,residential,,,,37.5385253,127.0772548,37.538158,127.0771247,37.53829566666667,127.07717346666668,3,"[[127.0772548, 37.5385253], [127.0771409, 37.5382037], [127.0771247, 37.538158]]"
SEG_001595,175320263,아차산로39길,residential,,,,37.5384523,127.0790234,37.5377474,127.0787171,37.538037275,127.078841325,4,"[[127.0790234, 37.5384523], [127.0788822, 37.5381412], [127.0787426, 37.5378082], [127.0787171, 37.5377474]]"
SEG_001596,175320264,아차산로39길,residential,,,,37.5386851,127.075109,37.5385253,127.0772548,37.538818172727275,127.07590314545455,11,"[[127.075109, 37.5386851], [127.0751245, 37.5387238], [127.0751956, 37.5388898], [127.075335, 37.5388958], [127.0755221, 37.5389308], [127.0756831, 37.5390091], [127.0759434, 37.5389693], [127.0763587, 37.538906], [127.0764872, 37.5388414], [127.0769212, 37.5386235], [127.0772548, 37.5385253]]"
SEG_001597,175320264,아차산로39길,residential,,,,37.5385253,127.0772548,37.5384523,127.0790234,37.538482566666666,127.07829003333335,3,"[[127.0772548, 37.5385253], [127.0785919, 37.5384701], [127.0790234, 37.5384523]]"
SEG_001598,175320265,아차산로45길,residential,,,,37.5383154,127.079671,37.5371136,127.0812538,37.53761175,127.08075591666666,6,"[[127.079671, 37.5383154], [127.0801892, 37.538015], [127.0807978, 37.5376674], [127.081337, 37.5373602], [127.0812867, 37.5371989], [127.0812538, 37.5371136]]"
SEG_001599,175320266,아차산로45길,residential,,,,37.5376674,127.0807978,37.5381449,127.081042,37.537927825,127.0809578,4,"[[127.0807978, 37.5376674], [127.080962, 37.5378887], [127.0810294, 37.5380103], [127.081042, 37.5381449]]"
SEG_001600,175320307,자양로19길,residential,,,,37.5384523,127.0790234,37.5391544,127.0831142,37.53855744545455,127.08118018181818,11,"[[127.0790234, 37.5384523], [127.079671, 37.5383154], [127.0801057, 37.5382498], [127.0804284, 37.5381449], [127.081042, 37.5381449], [127.0812089, 37.5383455], [127.0813388, 37.5384403], [127.0817775, 37.5387074], [127.0824135, 37.5390247], [127.0828586, 37.5391523], [127.0831142, 37.5391544]]"
SEG_001601,175320307,자양로19길,residential,,,,37.5391544,127.0831142,37.5391611,127.0832694,37.53915775,127.08319180000001,2,"[[127.0831142, 37.5391544], [127.0832694, 37.5391611]]"
SEG_001602,175320308,자양로21길,residential,,,,37.5384403,127.0813388,37.5396198,127.0832181,37.53920125,127.08201215,8,"[[127.0813388, 37.5384403], [127.081381, 37.5385887], [127.0813936, 37.5387309], [127.081295, 37.5394904], [127.0821075, 37.5395107], [127.0822944, 37.5396145], [127.0830688, 37.5396147], [127.0832181, 37.5396198]]"
SEG_001603,175320355,광나루로54길,residential,2,,30,37.5380704,127.0936773,37.5403274,127.0958932,37.538589063636365,127.09494554545454,11,"[[127.0936773, 37.5380704], [127.0937932, 37.5380256], [127.0947171, 37.5376689], [127.094809, 37.5376334], [127.095227, 37.5378893], [127.0952217, 37.5379984], [127.0951854, 37.5381429], [127.0952275, 37.5391502], [127.0952957, 37.5395697], [127.0953539, 37.5400035], [127.0958932, 37.5403274]]"
SEG_001604,175320355,광나루로54길,residential,2,,30,37.5403274,127.0958932,37.5406088,127.0963806,37.5404681,127.0961369,2,"[[127.0958932, 37.5403274], [127.0963806, 37.5406088]]"
SEG_001605,175320359,미가로,residential,2,,,37.537391,127.0835258,37.5385437,127.0881885,37.53788619090909,127.08554082727274,11,"[[127.0835258, 37.537391], [127.0836147, 37.537406], [127.0844261, 37.5376078], [127.0844983, 37.5376256], [127.0850455, 37.5377619], [127.0851855, 37.5377969], [127.0858668, 37.5379671], [127.0865345, 37.5381339], [127.0868702, 37.5382171], [127.0871932, 37.5382971], [127.0881885, 37.5385437]]"
SEG_001606,175320359,미가로,residential,2,,,37.5385437,127.0881885,37.5388146,127.0892775,37.53867915,127.08873299999999,2,"[[127.0881885, 37.5385437], [127.0892775, 37.5388146]]"
SEG_001607,175320367,이름없음,residential,,,,37.5391502,127.0952275,37.5392579,127.0940609,37.53922023333333,127.09448106666666,3,"[[127.0952275, 37.5391502], [127.0941548, 37.5392526], [127.0940609, 37.5392579]]"
SEG_001608,175320389,구의강변로7길,residential,,,,37.5386202,127.0929833,37.5379226,127.0935921,37.538191033333334,127.09335783333334,3,"[[127.0929833, 37.5386202], [127.0934981, 37.5380303], [127.0935921, 37.5379226]]"
SEG_001609,175320391,구의강변로5길,residential,,,,37.537641,127.0934284,37.5384199,127.0926533,37.53793406666667,127.09313676666666,3,"[[127.0934284, 37.537641], [127.0933286, 37.5377413], [127.0926533, 37.5384199]]"
SEG_001610,175320394,아차산로62길,residential,,,,37.5389714,127.0939848,37.5395727,127.0931743,37.53919485,127.09358993333332,6,"[[127.0939848, 37.5389714], [127.0938848, 37.5389872], [127.09366, 37.5390227], [127.0935861, 37.5391244], [127.0932496, 37.5394907], [127.0931743, 37.5395727]]"
SEG_001611,175320425,아차산로60길,residential,,,,37.53861,127.09158,37.5377043,127.0923605,37.53813838,127.09200586,5,"[[127.09158, 37.53861], [127.091651, 37.5385335], [127.0920799, 37.5380717], [127.0923579, 37.5377724], [127.0923605, 37.5377043]]"
SEG_001612,175320426,아차산로49길,residential,,,,37.5417414,127.084872,37.5387105,127.0842891,37.540152,127.08438577272727,11,"[[127.084872, 37.5417414], [127.0846486, 37.5411995], [127.0845035, 37.5408477], [127.0844852, 37.5408056], [127.0843793, 37.5405464], [127.0842268, 37.5401763], [127.0841452, 37.5399654], [127.0841881, 37.5395851], [127.0842468, 37.5390972], [127.0842589, 37.5389969], [127.0842891, 37.5387105]]"
SEG_001613,175320426,아차산로49길,residential,,,,37.5387105,127.0842891,37.5376078,127.0844261,37.5383669,127.08433295,4,"[[127.0842891, 37.5387105], [127.0842993, 37.5386384], [127.0843173, 37.5385109], [127.0844261, 37.5376078]]"
SEG_001614,175320444,아차산로60길,residential,,,,37.5380717,127.0920799,37.5390227,127.09366,37.538533625,127.092844125,4,"[[127.0920799, 37.5380717], [127.0926533, 37.5384199], [127.0929833, 37.5386202], [127.09366, 37.5390227]]"
SEG_001615,175320463,자양로22길,residential,,,30,37.5395148,127.0832298,37.539814,127.0874395,37.53963210909091,127.08484655454545,11,"[[127.0832298, 37.5395148], [127.083364, 37.5395286], [127.0838777, 37.5395638], [127.0840181, 37.5395734], [127.0841881, 37.5395851], [127.0845387, 37.5396091], [127.084892, 37.5396332], [127.08563, 37.5396886], [127.0857016, 37.5396939], [127.0864326, 37.5397487], [127.0874395, 37.539814]]"
SEG_001616,175320463,자양로22길,residential,,,30,37.539814,127.0874395,37.5398811,127.0884729,37.539838425,127.087815775,4,"[[127.0874395, 37.539814], [127.0875062, 37.5398183], [127.0878445, 37.5398403], [127.0884729, 37.5398811]]"
SEG_001617,175320475,광나루로46길,residential,,,,37.54368,127.09318,37.5396494,127.093103,37.54189479090909,127.09261658181818,11,"[[127.09318, 37.54368], [127.0931129, 37.5436413], [127.0925972, 37.5433442], [127.0925909, 37.5433055], [127.0924311, 37.5423162], [127.0923084, 37.5415571], [127.0922877, 37.541429], [127.0922561, 37.5412333], [127.0921634, 37.5406596], [127.0927517, 37.5400271], [127.093103, 37.5396494]]"
SEG_001618,175320475,광나루로46길,residential,,,,37.5396494,127.093103,37.5395727,127.0931743,37.539611050000005,127.09313865,2,"[[127.093103, 37.5396494], [127.0931743, 37.5395727]]"
SEG_001619,175320480,아차산로57길,residential,,,,37.5385437,127.0881885,37.5404611,127.0886353,37.539606850000006,127.0884246,6,"[[127.0881885, 37.5385437], [127.0883052, 37.5390925], [127.0883892, 37.5394874], [127.0884729, 37.5398811], [127.0885565, 37.5401753], [127.0886353, 37.5404611]]"
SEG_001620,175320489,아차산로55길,residential,,,,37.5373068,127.0866171,37.5410325,127.086969,37.53925187142857,127.08667548571428,7,"[[127.0866171, 37.5373068], [127.0866108, 37.5373703], [127.0865345, 37.5381339], [127.0864326, 37.5397487], [127.086716, 37.5404271], [127.0868484, 37.5407438], [127.086969, 37.5410325]]"
SEG_001621,175320502,광나루로44길,residential,,,30,37.5443758,127.09167,37.5399717,127.0905943,37.54234628181818,127.09119423636365,11,"[[127.09167, 37.5443758], [127.0916471, 37.5443073], [127.0915066, 37.5437397], [127.0911937, 37.5426916], [127.091185, 37.54241], [127.0911922, 37.5420564], [127.0911138, 37.541709], [127.091094, 37.5416734], [127.0909762, 37.5414615], [127.0909637, 37.5414127], [127.0905943, 37.5399717]]"
