node_id,lat,lon,type,name,crossing
11087433182,37.5371989,127.0812867,crossing,,uncontrolled
11087433183,37.5387238,127.0751245,crossing,,zebra
11087433185,37.5389804,127.074195,crossing,,zebra
11087433189,37.5398979,127.0709048,crossing,,marked
11087433190,37.5385539,127.0757664,crossing,,zebra
11087433191,37.5399221,127.0704335,crossing,,marked
11087433193,37.5397841,127.0708489,crossing,,marked
11087511401,37.538806,127.0746253,crossing,,traffic_signals
11087511403,37.5386637,127.0745752,crossing,,traffic_signals
11091085455,37.4895453,127.0315333,traffic_signals,뱅뱅사거리,
11110268152,37.5273334,127.0284584,traffic_signals,,
11110268153,37.527248,127.0286479,traffic_signals,,
11110268154,37.5273346,127.0285848,traffic_signals,,
11110268155,37.5272995,127.0281601,traffic_signals,,
11110268156,37.5270749,127.0280744,traffic_signals,,
11110268157,37.526957,127.0280669,traffic_signals,,
11110268160,37.5269384,127.0283089,crossing,,traffic_signals
11110268161,37.5270663,127.0285715,crossing,,traffic_signals
11110268162,37.5271077,127.028559,traffic_signals,,
11110268163,37.5269847,127.0282982,traffic_signals,,
11111175122,37.5289878,127.0334745,crossing,,traffic_signals
11111175123,37.5288408,127.0335693,crossing,,traffic_signals
11111175124,37.5289001,127.0339126,crossing,,traffic_signals
11111175125,37.5293591,127.0341239,crossing,,traffic_signals
11111175126,37.5290533,127.0341148,crossing,,traffic_signals
11111175128,37.528991,127.0338541,traffic_signals,,
11111175129,37.5287866,127.0336301,traffic_signals,,
11111175130,37.5292464,127.034182,traffic_signals,,
11111175131,37.5291231,127.0341779,traffic_signals,,
11111175132,37.5294935,127.0339535,traffic_signals,,
11111175133,37.5294888,127.0337615,traffic_signals,,
11111175134,37.5291922,127.0333709,traffic_signals,,
11111175135,37.5290716,127.033396,traffic_signals,,
11119040761,37.538544,127.0833458,traffic_signals,,traffic_signals
11119040764,37.5382326,127.0833806,traffic_signals,,traffic_signals
11119040774,37.5370588,127.0818897,crossing,,uncontrolled
11119040784,37.5368241,127.0838034,crossing,,uncontrolled
11119040795,37.5368434,127.0832226,crossing,,uncontrolled
11119040798,37.5367696,127.0836167,crossing,,traffic_signals
11119040801,37.5364079,127.0837144,traffic_signals,,traffic_signals
11119145872,37.5093544,127.0866233,crossing,,
11119145875,37.5065859,127.0969616,crossing,,
11125576996,37.5375062,127.0877812,traffic_signals,,traffic_signals
11125577004,37.5366217,127.0833572,crossing,,
11125621007,37.5366911,127.0837679,traffic_signals,,traffic_signals
11125621010,37.5375922,127.0877457,traffic_signals,,traffic_signals
11139107057,37.5280802,127.0300898,traffic_signals,,
11139107058,37.5280276,127.030191,traffic_signals,,
11139143046,37.5282594,127.0302208,crossing,,traffic_signals
11139143047,37.5280185,127.0303926,crossing,,traffic_signals
11139143048,37.528102,127.0303331,crossing,,uncontrolled
11139143049,37.5281755,127.0302806,crossing,,uncontrolled
11139239314,37.5304781,127.0276474,traffic_signals,,
11139239315,37.5301066,127.027749,traffic_signals,,
11139296742,37.5304928,127.0240585,crossing,,uncontrolled
11174484659,37.5016162,127.02596,crossing,,traffic_signals
11179628405,37.5010037,127.0261265,crossing,,traffic_signals
11180657529,37.4932106,127.0298004,crossing,,traffic_signals
11180657531,37.4928332,127.0300266,crossing,,traffic_signals
11180802440,37.4928718,127.0301578,crossing,,traffic_signals
11180802441,37.492824,127.0299848,crossing,,traffic_signals
11180802447,37.4932545,127.029967,crossing,,traffic_signals
11183597723,37.4991296,127.0320403,crossing,,uncontrolled
11183748447,37.4994235,127.0266291,crossing,,uncontrolled
11183748448,37.5006742,127.0260353,crossing,,uncontrolled
11197715126,37.4874773,127.0326896,crossing,,traffic_signals
11197715133,37.4867851,127.0328904,crossing,,traffic_signals
11197718194,37.4782282,127.0390502,crossing,,traffic_signals
11197721687,37.5070643,127.0233289,crossing,,traffic_signals
11211469152,37.527749,127.0841702,crossing,,uncontrolled
11211469155,37.5277681,127.0843455,crossing,,uncontrolled
11211469157,37.5282577,127.0828421,crossing,,uncontrolled
11211469160,37.5293011,127.0827248,crossing,,uncontrolled
11211469164,37.5307528,127.082653,crossing,,uncontrolled
11211469165,37.5307421,127.0824836,crossing,,uncontrolled
11211469166,37.531472,127.0826256,crossing,,traffic_signals
11211469167,37.5314591,127.0823872,crossing,,traffic_signals
11211469168,37.530708,127.0825713,crossing,,uncontrolled
11211469169,37.5308155,127.0825613,crossing,,uncontrolled
11211469170,37.5313824,127.0825106,crossing,,traffic_signals
11211469171,37.5315451,127.0824969,crossing,,traffic_signals
11211469174,37.5284699,127.0779952,crossing,,uncontrolled
11211469176,37.5279208,127.0776969,crossing,,uncontrolled
11211469178,37.5289122,127.0781741,crossing,,uncontrolled
11211469182,37.5297667,127.0785774,crossing,,uncontrolled
11211469183,37.5299518,127.0786701,crossing,,uncontrolled
11211469184,37.5302551,127.0788272,crossing,,uncontrolled
11211469185,37.5304715,127.0789179,crossing,,uncontrolled
11211469186,37.5307915,127.079054,crossing,,uncontrolled
11211469187,37.5313573,127.0793676,crossing,,uncontrolled
11211469188,37.531916,127.0796575,crossing,,uncontrolled
11225237547,37.5235003,127.0212802,traffic_signals,,
11225237548,37.5234508,127.0209254,traffic_signals,,
11225242210,37.5249956,127.0239915,traffic_signals,,
11225242211,37.5250501,127.0243465,traffic_signals,,
11225242212,37.5248134,127.0238795,traffic_signals,,
11225248766,37.5241097,127.0225085,traffic_signals,,
11225248767,37.5240606,127.0221642,traffic_signals,,
11225248768,37.5240315,127.0223897,traffic_signals,,
11225248769,37.5242986,127.0222727,traffic_signals,,
11245176923,37.4970212,127.0243451,traffic_signals,,
11245176924,37.4969326,127.024059,traffic_signals,,
11245176925,37.4968197,127.024111,traffic_signals,,
11245176926,37.4970834,127.0241587,traffic_signals,,
11245176927,37.4967623,127.0243112,traffic_signals,,
11245194265,37.497098,127.0240296,crossing,,traffic_signals
11245194266,37.4971621,127.0242603,crossing,,traffic_signals
11296026925,37.5249634,127.0541274,crossing,,uncontrolled
11296026926,37.5250789,127.0541059,crossing,,uncontrolled
11327546469,37.5379465,127.0896218,crossing,,traffic_signals
11327546470,37.5380475,127.0895928,crossing,,traffic_signals
11327546473,37.5377901,127.0889198,crossing,,traffic_signals
11327546474,37.5378899,127.0889104,crossing,,traffic_signals
11328905695,37.5371433,127.0806518,crossing,,traffic_signals
11328905713,37.5372541,127.0806905,crossing,,traffic_signals
11328905719,37.5397361,127.0704924,crossing,,marked
11328905727,37.5397045,127.070599,crossing,,marked
11328905733,37.5391301,127.0722841,crossing,,zebra
11328905742,37.5385985,127.074325,crossing,,traffic_signals
11356020878,37.5234102,127.0390858,crossing,,traffic_signals
11356020879,37.5234398,127.0392553,crossing,,traffic_signals
11356020880,37.5230585,127.0394698,crossing,,traffic_signals
11356020881,37.5233878,127.0394159,crossing,,traffic_signals
11356020882,37.5232825,127.0394345,crossing,,uncontrolled
11356020883,37.523162,127.0394536,crossing,,uncontrolled
