way_id,name,highway,lanes,width,maxspeed,oneway,surface,num_points,start_lat,start_lon,end_lat,end_lon
26004328,봉은사로16길,residential,,,,no,,3,37.5060425,127.0304396,37.503966,127.0286256
26163000,봉은사로6길,residential,,,,no,,10,37.5024295,127.0281465,37.5050146,127.0264913
26163005,선릉로111길,residential,,,,yes,,8,37.5099362,127.0398003,37.5110343,127.0435807
31733644,역삼로64길,residential,,,,no,asphalt,2,37.5004967,127.052971,37.4993609,127.0534946
31733648,도곡로77길,residential,,,,no,,8,37.498962,127.0584991,37.5007003,127.0575929
31733664,삼성로63길,residential,,,,no,,20,37.5001783,127.0601547,37.4986825,127.0556496
31735618,선릉로68길,residential,,,,no,,10,37.4987942,127.0517171,37.4998569,127.0550455
31755396,선릉로72길,residential,,,,no,asphalt,4,37.4999321,127.0511793,37.5004967,127.052971
31755399,선릉로64길,service,,,,no,asphalt,4,37.4978943,127.0532499,37.4990974,127.0526605
31755401,역삼로74길,residential,,,,no,asphalt,6,37.4998569,127.0550455,37.5012101,127.0551888
31755403,도곡로69길,residential,,,,no,asphalt,9,37.497417,127.0563167,37.4998569,127.0550455
31755407,선릉로64길,residential,,,,no,,6,37.4975743,127.0522893,37.4981584,127.0540682
31779784,도곡로73길,service,,,,no,,8,37.5002776,127.056306,37.4979637,127.0580187
37395764,광나루로,primary,,,,yes,,5,37.5380124,127.0999088,37.539553,127.0980664
37395803,테헤란로115길,tertiary,,,,yes,,4,37.5101321,127.0673608,37.5123579,127.0670329
37395808,이름없음,trunk_link,,,,yes,,4,37.4986726,127.0820112,37.4979579,127.0846934
37398869,자양번영로,tertiary,,,,no,,3,37.5296951,127.0746217,37.530543,127.0748984
37398872,뚝섬로,secondary,2,,,no,asphalt,16,37.5324164,127.0853111,37.5344847,127.0917181
37398884,일원로3길,tertiary,,,,no,,12,37.4934732,127.0869294,37.4910153,127.0807654
37398887,개포로,tertiary,4,,,no,,7,37.4782831,127.0446487,37.4788166,127.0475145
37399318,광나루로,primary,,,,yes,,3,37.5407426,127.096303,37.5393238,127.0982515
37399320,강동대로,primary,,,,yes,,2,37.5379664,127.0998337,37.5374,127.10039
37399363,구의강변로,tertiary,,,,no,asphalt,7,37.530991,127.0919082,37.5344847,127.0917181
37399402,성덕정길,tertiary,,,,no,,53,37.5363584,127.0604605,37.5400773,127.0437747
37399453,구의로,tertiary,,,,no,,2,37.5378477,127.089173,37.5379465,127.0891318
37399874,논현로,primary,,,,yes,,2,37.4713595,127.0512487,37.4715589,127.0510374
37400052,개포로109길,residential,,,,no,,17,37.4947416,127.0783363,37.4925514,127.0762603
37400096,도곡로,secondary,,,,no,,12,37.5014165,127.0687745,37.4989265,127.0609727
37400263,논현로,primary,2,,,yes,asphalt,2,37.5374208,127.0201215,37.5334291,127.0229525
37400301,뚝섬로,secondary,2,,,no,asphalt,17,37.5314674,127.0820077,37.5331998,127.0756803
37400312,마방로,tertiary,,,,no,,17,37.4737104,127.0387794,37.4782093,127.0445122
37400367,남부순환로378길,tertiary,,,,no,,6,37.4832498,127.047668,37.484913,127.0464515
37400481,봉은사로113길,tertiary_link,,,,yes,,9,37.5165769,127.0661675,37.5152555,127.0659986
37400603,바우뫼로,tertiary,,,,no,,22,37.47309,127.02954,37.4781105,127.0385073
37400802,논현로28길,tertiary,,,,no,,13,37.4819037,127.0429271,37.484913,127.0464515
37401215,도곡로7길,residential,,,,no,,5,37.4906115,127.0350793,37.4926122,127.0341175
37401416,성수이로,tertiary,,,,no,,4,37.5375521,127.0543176,37.53885,127.05488
37401581,자양번영로,tertiary,4,,30,no,asphalt,16,37.5331998,127.0756803,37.5380336,127.0771393
37401852,비우뫼로15길,tertiary,,,,yes,,20,37.4737864,127.0307069,37.483728,127.028715
37402028,광나루로,primary,,,,yes,,5,37.5393238,127.0982515,37.5379664,127.0998337
37402031,한가람로,tertiary,,,,no,,2,37.5166405,127.0773949,37.5166111,127.0775322
37402052,왕십리로,primary,6,,,yes,,4,37.5399565,127.0437605,37.5394392,127.0437412
37402420,일원로,tertiary,,,,no,asphalt,4,37.4832797,127.0838568,37.4854936,127.0833403
37402465,이름없음,residential,,,50,yes,asphalt,2,37.5233495,127.1023456,37.5334048,127.0959047
37402629,바우뫼로12길,tertiary,,,,no,,7,37.4675247,127.0347686,37.4706628,127.0318144
37402988,도곡로62길,residential,,,,no,,14,37.5018527,127.0823033,37.5043283,127.0762648
37402991,테헤란로115길,tertiary,,,,yes,,2,37.5153694,127.0665939,37.5154363,127.0665789
37403040,역삼로7길,residential,,,,no,,5,37.4940827,127.0334073,37.4957224,127.0326281
37403242,개포로88길,residential,,,,no,,11,37.4872192,127.0708735,37.4895474,127.069066
37403256,개포로110길,residential,,,,no,asphalt,9,37.490572,127.0772638,37.4925514,127.0762603
38233666,압구정로10길,residential,1,,,yes,asphalt,12,37.5205309,127.0222275,37.5237282,127.0217316
38233669,압구정로2길,residential,,,,no,,11,37.5215978,127.0190678,37.5177373,127.0216853
38233671,도산대로1길,residential,,,,no,asphalt,16,37.5221943,127.0199801,37.516593,127.0204679
38233672,강남대로156길,residential,,,,yes,asphalt,9,37.5193308,127.0231544,37.5179865,127.0191601
38233673,강남대로162길,residential,,,,no,asphalt,9,37.5197079,127.0193959,37.5210741,127.0221462
38233675,압구정로8길,residential,,,,no,,5,37.5232688,127.0208371,37.5221082,127.0226964
38233676,논현로175길,residential,1,,,yes,asphalt,24,37.5264523,127.0283546,37.5221943,127.0199801
38233798,도산대로25길,residential,,,,no,,10,37.5199856,127.0278917,37.5226744,127.0257515
38233800,압구정로20길,residential,1,,,yes,asphalt,2,37.5249099,127.0240738,37.52492,127.0238392
38233804,논현로161길,residential,,,,no,,14,37.5235056,127.027337,37.5222606,127.023425
38233805,압구정로28길,residential,,,,yes,asphalt,12,37.5229862,127.0275536,37.5266062,127.0274077
38233880,압구정로14길,residential,,,,no,,4,37.5215562,127.0235508,37.5222606,127.023425
40365646,언주로134길,residential,,,,no,,5,37.5168799,127.0374062,37.5164805,127.0353241
42063745,남부순환로,primary,,,,yes,,2,37.4923185,127.0974861,37.4928277,127.0971363
44242430,바우뫼로6길,residential,,,,no,,5,37.4683718,127.028554,37.4701382,127.0252014
46618898,영동대로,primary,,,,yes,,2,37.5200734,127.0568785,37.5199698,127.056947
46618899,삼성로,secondary,,,60,yes,,21,37.4989265,127.0609727,37.5067702,127.0567976
46618900,삼성로,secondary,,,60,yes,,10,37.5130285,127.0532647,37.5069402,127.0565359
46619257,봉은사로,primary,,,,yes,,2,37.515689,127.0696263,37.515693,127.0696698
46619258,봉은사로,primary,,,,yes,,2,37.5157717,127.0696151,37.5154887,127.0667689
46619262,봉은사로,primary,,,,yes,,4,37.5157987,127.069851,37.5157717,127.0696151
46619264,봉은사로,primary,,,,yes,asphalt,3,37.5153694,127.0665939,37.5154067,127.0667767
46620928,이름없음,service,,,,no,,6,37.5144733,127.0559014,37.5135682,127.05643
46620931,영동대로115길,residential,,,,no,,6,37.5154272,127.0594292,37.5143851,127.058303
46620932,봉은사로99길,residential,,,,no,,2,37.5147951,127.0592464,37.5141237,127.0596015
46620933,영동대로129길,residential,,,,no,,3,37.5181763,127.0557771,37.5185553,127.055176
46620934,삼성로120길,service,,,,no,,2,37.5185609,127.0541941,37.5181897,127.0548153
46620935,삼성로126길,residential,,,,no,,3,37.5179623,127.0529751,37.5174932,127.0510243
46620936,학동로88길,residential,,,,no,,6,37.5193402,127.0526061,37.5177234,127.0533814
46620937,학동로82길,residential,,,,no,,2,37.5183098,127.0514814,37.5185415,127.0528265
46620939,삼성로120길,residential,,,,no,,2,37.516788,127.0524629,37.5162614,127.0540389
46620940,삼성로120길,residential,,,,no,,5,37.5165338,127.0541955,37.5170293,127.0527089
46620941,봉은사로81길,residential,,,,no,,3,37.5132113,127.0541745,37.5148663,127.053307
46620942,이름없음,residential,,,,no,,4,37.5133253,127.0549103,37.5139134,127.0538244
46620943,삼성로120길,service,,,,no,,4,37.5166178,127.0539148,37.5166944,127.0536936
46620944,삼성로122길,residential,,,,no,,6,37.5190454,127.0556237,37.5167838,127.0534321
46620945,학동로98길,residential,,,,no,,4,37.5199041,127.0558155,37.5188585,127.0564533
46620946,삼성로118길,residential,,,,no,,5,37.5154036,127.0535938,37.5156272,127.0520258
46620947,삼성로112길,residential,,,,no,,2,37.5161213,127.0524693,37.5156944,127.0537383
46620948,삼성로112길,service,,,,no,,2,37.5159731,127.0538853,37.5164489,127.0524678
46620949,삼성로120길,residential,,,,no,,9,37.518848,127.0544772,37.5164037,127.0516067
46620950,학동로82길,residential,,,,no,,8,37.5190683,127.0510921,37.5157836,127.0524633
46620951,영동대로129길,residential,,,,no,,6,37.5195442,127.0571806,37.5165338,127.0541955
46620952,삼성로120길,residential,,,,no,,2,37.5181046,127.0537427,37.5177188,127.0543606
46623303,이름없음,trunk_link,,,,yes,,14,37.5231223,127.0168188,37.5274831,127.021112
46652605,압구정로4길,residential,,,,no,asphalt,6,37.5225729,127.0219161,37.5217676,127.0203057
46652606,논현로175길,residential,,,,no,,2,37.5227183,127.0210209,37.5223001,127.021349
46652608,논현로175길,residential,,,,no,asphalt,2,37.5223513,127.0202845,37.5219213,127.0205967
46652609,강남대로162길,residential,,,,no,asphalt,3,37.5213482,127.0200999,37.5204273,127.0208393
46652610,강남대로162길,service,,,,no,asphalt,2,37.520818,127.0205234,37.521317,127.0215057
46652612,압구정로18길,service,,,,no,,4,37.5232298,127.0232765,37.5239381,127.0247522
46652614,압구정로4길,residential,,,,no,,8,37.5215547,127.0213159,37.5226583,127.0196392
46652615,강남대로162길,residential,,,,no,,4,37.5220747,127.0209041,37.520926,127.0218101
46653271,삼성로145길,residential,,,,no,,5,37.5225569,127.0468094,37.5222267,127.047726
46653272,삼성로149길,residential,,,,no,,3,37.523404,127.0473781,37.5224824,127.0470229
46653273,이름없음,service,,,,no,,2,37.5221209,127.0452199,37.5220355,127.0456827
46653274,삼성로147길,service,,,,no,,5,37.521876,127.0473052,37.52189,127.046277
46653275,삼성로145길,service,,,,no,,2,37.5220066,127.0469197,37.5224307,127.0471602
46653276,도산대로78길,residential,,,,no,,5,37.5225569,127.0468094,37.5210317,127.0462394
46653277,도산대로72길,residential,,,,no,,7,37.5239241,127.0456101,37.5224729,127.0460114
46653278,삼성로149길,service,,,,no,,5,37.5228943,127.0468345,37.5232609,127.0462542
46653279,도산대로78길,residential,,,,no,,6,37.524092,127.0469673,37.5225569,127.0468094
46653280,이름없음,service,,,,no,,2,37.5240115,127.0463166,37.5232818,127.0464213
46653281,학동로67길,residential,,,,no,,10,37.5182287,127.0464207,37.5205661,127.0465566
46653282,도산대로72길,residential,,,,no,,5,37.5224729,127.0460114,37.5209885,127.0459473
46653283,학동로59길,service,,,,no,,2,37.5203642,127.0436855,37.520186,127.0446758
46653284,학동로59길,service,,,,no,,2,37.5199707,127.0435805,37.5198023,127.0445648
46653285,학동로59길,service,,,,no,,2,37.5195759,127.04347,37.519407,127.0444614
46653291,삼성로147길,residential,,,,no,,9,37.5205661,127.0465566,37.5205835,127.0437536
46653292,이름없음,service,,,,no,,5,37.5210317,127.0462394,37.5209027,127.0448748
46653293,도산대로70길,residential,,,,no,,8,37.5231303,127.045183,37.5204084,127.0447387
46653296,도산대로,service,,,,no,,3,37.5232994,127.0405638,37.5225746,127.0406891
46653297,도산대로66길,residential,,,,no,,10,37.5191735,127.043357,37.5230403,127.0444112
46653298,도산대로68길,service,,,,no,,3,37.5205035,127.0441891,37.521462,127.0444751
46653299,도산대로68길,residential,,,,no,,8,37.5214699,127.0444316,37.5238063,127.044659
46653300,도산대로70길,service,,,,no,,3,37.5214136,127.0447679,37.5229327,127.045211
46653301,선릉로148길,residential,,,,no,,4,37.521605,127.04363,37.5229915,127.0439906
46653302,선릉로146길,residential,,,,no,,2,37.5218369,127.0420981,37.5227786,127.0423478
46653303,이름없음,service,,,,no,,4,37.5222237,127.0450036,37.5224084,127.043859
46653304,도산대로58길,residential,,,,no,,10,37.5219623,127.0413551,37.5233976,127.0413649
46653305,도산대로56길,residential,,,,no,,4,37.5218453,127.0404834,37.5232289,127.039994
46653306,삼성로149길,residential,,,,no,,8,37.5234471,127.0477031,37.5230928,127.0448043
46653307,선릉로146길,residential,,,,no,,14,37.5213814,127.0450072,37.5216695,127.039635
46653308,도산대로62길,residential,,,,no,,8,37.5217142,127.0428403,37.5236051,127.043033
46653309,선릉로148길,service,,,,no,,3,37.5216566,127.0432503,37.5229369,127.0435807
46653310,이름없음,service,,,,no,,3,37.5222104,127.0438055,37.5223495,127.0430142
46653311,강남대로160길,residential,,,,no,,10,37.5190442,127.0188693,37.5206014,127.0229449
46653312,강남대로160길,service,,,,no,asphalt,2,37.5206251,127.0212327,37.5201907,127.0215606
46676451,올림픽대로,trunk,5,,80,yes,asphalt,90,37.5099933,126.9991687,37.5184639,127.0654662
46676454,동일로,primary,7,,,yes,asphalt,6,37.5421443,127.0638872,37.539552,127.0624259
46676455,영동대로,primary,3,,,yes,,3,37.526141,127.054997,37.5301781,127.0573022
46677374,이름없음,trunk_link,1,,,yes,,21,37.5253748,127.0569123,37.5280202,127.0560811
46677375,이름없음,trunk_link,,,,yes,,7,37.5263936,127.0549938,37.5254807,127.0557402
46677376,이름없음,trunk_link,,,,yes,,25,37.5230887,127.0556026,37.5238811,127.0585629
46677377,이름없음,trunk_link,,,,yes,,5,37.5258433,127.0553712,37.5253064,127.056083
46677378,이름없음,trunk_link,,,,yes,,25,37.5253064,127.056083,37.5261004,127.0561098
46677379,이름없음,trunk_link,,,,yes,,5,37.5271498,127.0543046,37.526593,127.0545421
46677380,이름없음,primary_link,,,,yes,asphalt,7,37.5257941,127.0546662,37.5250131,127.053517
46677381,이름없음,trunk_link,,,,yes,,5,37.5244925,127.058045,37.5253748,127.0569123
46677715,압구정로79길,residential,,,,no,,3,37.5265355,127.0517776,37.5256264,127.0522617
46677725,압구정로79길,service,,,,no,,3,37.5259649,127.0512565,37.5255286,127.0514852
46677727,도산대로101길,residential,,,,no,,2,37.526779,127.052041,37.5262534,127.0527529
46677728,선릉로189길,residential,2,,,no,asphalt,10,37.5322543,127.034925,37.5305884,127.0416499
46677729,도산대로89길,residential,,,,no,,13,37.5274985,127.0532445,37.5245381,127.0499348
46677730,압구정로79길,service,,,,no,,3,37.5267382,127.0544969,37.5261373,127.0539753
46677731,압구정로,secondary,,,,yes,,15,37.5242725,127.0474036,37.5278843,127.0407289
46677733,압구정로,secondary,,,,yes,asphalt,30,37.5249099,127.0240738,37.5291262,127.0338807
46677735,이름없음,trunk_link,,,,yes,,12,37.5278322,127.0541261,37.5287841,127.0509349
46677737,도산대로101길,residential,,,,no,,12,37.5271498,127.0543046,37.5249361,127.0528057
46677738,압구정로79길,residential,,,30,no,,18,37.5249814,127.0470408,37.5264258,127.0545557
46696243,학동로95길,residential,,,,no,,6,37.5226371,127.0526843,37.520375,127.054623
46696244,학동로97길,residential,,,,no,,3,37.522282,127.0534432,37.522614,127.0544617
46696245,이름없음,residential,,,,no,,2,37.5208519,127.0564477,37.5201733,127.0557776
46696246,학동로97길,residential,,,,no,,3,37.5210333,127.0542943,37.5212024,127.055228
46696247,영동대로137길,service,,,,no,,2,37.5218146,127.0548904,37.5221283,127.0557289
46696248,영동대로131길,residential,,,,no,,6,37.5199951,127.0524197,37.5205273,127.0555886
46696249,삼성로140길,service,,,,no,,2,37.5209528,127.0491761,37.5212184,127.0499241
46696250,이름없음,residential,,,,no,,2,37.5215591,127.0488566,37.5218042,127.0496262
46696251,삼성로146길,service,,,,no,,4,37.5229206,127.0484835,37.5224536,127.049101
46696253,학동로97길,residential,,,,no,,15,37.5201733,127.0557776,37.5241015,127.052993
46696254,이름없음,primary_link,,,,yes,,9,37.524822,127.0530867,37.5237411,127.0548836
46696255,학동로87길,residential,,,,no,,5,37.5193402,127.0526061,37.5206802,127.0510038
46696256,학동로81길,service,,,,no,,4,37.5190683,127.0510921,37.5212184,127.0499241
46696258,도산대로102길,service,,,,no,,3,37.5226403,127.0518245,37.5235456,127.0532886
46696260,도산대로94길,service,,,,no,,3,37.5239087,127.0514907,37.5229912,127.0519556
46696261,이름없음,service,,,,no,,3,37.5235376,127.0528526,37.5240469,127.0525472
46696262,도산대로102길,service,,,,no,,4,37.5231968,127.0534741,37.5241015,127.052993
46696263,도산대로96길,residential,,,,no,,5,37.5219591,127.0512432,37.5233525,127.0504976
46696264,삼성로140길,residential,,,,no,,7,37.5226371,127.0526843,37.5214577,127.0497995
46696265,도산대로102길,service,,,,no,,3,37.5237637,127.0531665,37.5231486,127.0522925
46696266,도산대로100길,residential,,,,no,,3,37.5225894,127.0526144,37.5231486,127.0522925
46696267,도산대로98길,residential,,,,no,,4,37.522877,127.0517132,37.5223047,127.0520169
46696268,도산대로94길,residential,,,,no,,7,37.5241015,127.052993,37.5240923,127.050503
46696269,도산대로92길,residential,,,,no,,3,37.522962,127.0494815,37.5245125,127.0504103
46696270,도산대로90길,residential,,,,no,,2,37.5233216,127.0488562,37.522962,127.0494815
46696271,도산대로96길,service,,,,no,,2,37.5227062,127.0513531,37.5237065,127.0508198
46696272,도산대로98길,residential,,,,no,,4,37.522877,127.0517132,37.5238842,127.0512342
46696273,삼성로148길,residential,,,,no,,2,37.5232453,127.0479557,37.5243419,127.0489333
46696274,삼성로146길,residential,,,,no,,3,37.5226742,127.0482583,37.5233216,127.0488562
46696275,도산대로96길,residential,,,,no,,4,37.5238283,127.050924,37.5226989,127.0499283
46696320,학동로55길,residential,,,,no,,7,37.5174542,127.0421361,37.519495,127.0413735
46696321,학동로55길,service,,,,no,,3,37.5185159,127.0417417,37.5194076,127.0419685
46696322,선릉로134길,residential,,,,no,,3,37.5188623,127.0416095,37.5186699,127.0407563
46696323,선릉로132길,service,,,,no,,2,37.5180179,127.0414953,37.5187752,127.0412233
46696324,학동로59길,residential,,,,no,,2,37.5183951,127.0435647,37.5177562,127.0437491
46696325,선릉로132길,service,,,,no,,2,37.5188417,127.0428901,37.5186921,127.0438102
46696326,선릉로132길,service,,,,no,,3,37.5192996,127.0426092,37.5181687,127.0423099
46696327,학동로55길,residential,,,,no,,4,37.5193623,127.0422373,37.5181505,127.0418913
46696328,이름없음,service,,,,no,,3,37.5186885,127.0428489,37.5188321,127.0420856
46696329,이름없음,service,,,,no,,3,37.5190859,127.0415396,37.5189939,127.0421248
46696330,선릉로132길,residential,,,,no,,12,37.5179324,127.0410381,37.5191156,127.0476336
46696331,학동로63길,service,,,,no,,7,37.5193996,127.0450936,37.5179847,127.0450654
46696332,선릉로138길,residential,,,,no,,12,37.5192958,127.0405147,37.5190046,127.0443588
46696333,선릉로132길,service,,,,no,,4,37.5192321,127.0430093,37.5182453,127.0427344
46696334,선릉로132길,service,,,,no,,3,37.5190796,127.0439136,37.5184314,127.0437406
46696335,삼성로133길,residential,,,,no,,5,37.5188785,127.0479542,37.519939,127.049595
46696336,삼성로135길,residential,,,,no,,10,37.5200621,127.0486996,37.5194969,127.0444871
46696337,학동로73길,residential,,,,no,,6,37.5198279,127.0474362,37.5210474,127.0473828
46696338,삼성로141길,residential,,,,no,,2,37.5212161,127.0469226,37.5210474,127.0473828
46696339,학동로73길,residential,,,,no,,9,37.5198279,127.0474362,37.518406,127.0480121
46707743,선릉로158길,service,,,,no,,2,37.5255046,127.0411613,37.5268321,127.0416281
46707744,선릉로160길,service,,,,no,,2,37.5264237,127.0402222,37.5262502,127.0410057
46707745,압구정로72길,residential,,,,no,,6,37.524755,127.0451751,37.5266603,127.0454306
46707746,도산대로59길,service,,,,no,,2,37.5259195,127.0426043,37.5243793,127.0420532
46707747,압구정로62길,residential,,,,no,,5,37.5270736,127.0438111,37.5257604,127.0433118
46707748,선릉로158길,residential,,,,no,asphalt,4,37.5253935,127.0416448,37.5257607,127.0399898
46707749,압구정로60길,residential,,,,no,asphalt,5,37.5253935,127.0416448,37.527351,127.0423146
46707750,압구정로80길,residential,,,,no,,11,37.5249612,127.0469174,37.5244697,127.0428585
46707751,도산대로55길,residential,,,,no,,8,37.5269373,127.0412606,37.5233557,127.0400238
46707755,도산대로75길,residential,,,,no,,9,37.524148,127.0464017,37.525962,127.045131
46708366,압구정로75길,residential,,,,no,,2,37.5260711,127.0463742,37.5263677,127.0471936
46708368,도산대로81길,service,,,,no,,4,37.5256397,127.0483461,37.5254135,127.0476879
46708377,압구정로71길,residential,,,20,no,,4,37.5273087,127.0456993,37.5291289,127.0463807
46708378,압구정로73길,service,,,,no,,2,37.5263216,127.0460828,37.526885,127.0467541
46708380,도산대로63길,service,,,,no,,2,37.5245314,127.0433856,37.5237896,127.0435168
46708382,도산대로81길,residential,,,30,no,,19,37.5277289,127.0440752,37.5243857,127.0482504
46708383,도산대로67길,residential,,,,no,,3,37.5249197,127.0444618,37.5252207,127.043114
46708384,도산대로67길,residential,,,,no,,7,37.5238063,127.044659,37.5261135,127.044502
46708385,도산대로63길,residential,,,,no,,3,37.5251111,127.0435914,37.5245469,127.043507
46709843,분당수서로,trunk,3,,40,yes,,49,37.5206458,127.0640932,37.5015181,127.0727311
46709845,봉은사로113길,secondary_link,,,,yes,,12,37.5191787,127.0643291,37.5165769,127.0661675
46709846,이름없음,trunk_link,,,,yes,,5,37.5208916,127.0621237,37.5197588,127.0632928
46709852,이름없음,trunk_link,,,,yes,,3,37.5182445,127.0654197,37.5182537,127.0662409
46709860,이름없음,trunk_link,,,,yes,,4,37.5086302,127.0680042,37.5108767,127.0678672
46709876,분당수서로,trunk,3,,,yes,,24,37.5323723,127.0630731,37.5294263,127.0656539
46709877,이름없음,trunk_link,,,,yes,,9,37.5173885,127.066216,37.5180843,127.0657479
46709878,올림픽대로,trunk,4,,,yes,,6,37.5184639,127.0654662,37.5180954,127.0698582
46709879,올림픽대로,trunk,5,,,yes,,86,37.5195628,127.0646017,37.5155113,127.0067846
46709880,올림픽대로,trunk,4,,,yes,,21,37.5184363,127.069885,37.5195628,127.0646017
46709883,이름없음,trunk_link,,,,yes,,21,37.5163592,127.0663431,37.5216292,127.0626135
46709885,이름없음,trunk_link,,,,yes,,13,37.5161891,127.0664157,37.5182445,127.0654197
46709887,이름없음,trunk_link,,,,yes,,20,37.5197588,127.0632928,37.5159578,127.0667181
46709889,올림픽대로,trunk,4,,,yes,,16,37.5180954,127.0698582,37.5174616,127.0759045
46709891,분당수서로,trunk,2,,,yes,,5,37.5329677,127.0607844,37.5323723,127.0630731
46712948,이름없음,trunk_link,,,,yes,,23,37.5188853,127.0701396,37.5184083,127.0704309
46712967,이름없음,trunk_link,,,,yes,,15,37.5180275,127.0744591,37.518923,127.0700934
46712976,이름없음,trunk_link,,,,yes,,10,37.5181883,127.0681175,37.5177374,127.0693755
46712978,이름없음,trunk_link,,,,yes,,7,37.5177374,127.0693755,37.5168096,127.0695964
46712988,이름없음,trunk_link,,,,yes,,18,37.5168164,127.0696985,37.5181995,127.0717714
46713040,분당수서로,trunk,,,,yes,,5,37.5324449,127.0631493,37.5331142,127.0609824
46713062,이름없음,trunk_link,,,,yes,,17,37.518923,127.0700934,37.5166634,127.0696173
46713082,이름없음,trunk_link,,,,yes,,16,37.5166715,127.0697168,37.5188853,127.0701396
46717674,삼성로115길,service,,,,no,,3,37.5154734,127.0499915,37.5144851,127.0504608
46717675,이름없음,service,,,,no,,6,37.5145565,127.0488241,37.5150749,127.050575
46717676,삼성로119길,service,,,,no,,4,37.5153926,127.0484276,37.514265,127.0489555
46717677,이름없음,service,,,,no,,4,37.5141525,127.0485709,37.5144745,127.0496853
46717678,봉은사로67길,service,,,,no,,4,37.5145409,127.0475688,37.5140555,127.0477936
46717679,삼성로115길,service,,,,no,,3,37.5136561,127.0496368,37.5140756,127.0490531
46717680,이름없음,residential,,,,no,,3,37.5171116,127.0483532,37.518406,127.0480121
46717681,삼성로115길,residential,,,,no,,4,37.5158703,127.0502092,37.5145887,127.0508068
46717682,봉은사로73길,service,,,,no,,5,37.5151506,127.0489248,37.5155683,127.0503445
46717683,삼성로115길,service,,,,no,,4,37.5152674,127.049317,37.5142853,127.0497685
46717685,봉은사로71길,residential,,,,no,,11,37.5121731,127.0503348,37.5155018,127.0487826
46717686,봉은사로73길,service,,,,no,,2,37.5133512,127.0497787,37.5135583,127.0505
46717687,봉은사로69길,residential,,,,no,,6,37.5126796,127.0492524,37.5152781,127.0480377
46717688,삼성로115길,service,,,,no,,2,37.5138612,127.0482943,37.5130587,127.0486953
46717689,봉은사로57길,service,,,,no,,3,37.5116294,127.0456294,37.5111807,127.0453701
46717690,선릉로112길,service,,,,no,,3,37.5123598,127.0454899,37.5115843,127.0454691
46717691,선릉로116길,service,,,,no,,2,37.5136279,127.0445184,37.5128654,127.0448779
46717692,선릉로116길,service,,,,no,,2,37.5138191,127.0451599,37.5130499,127.045516
46717693,선릉로116길,service,,,,no,,3,37.512484,127.0461263,37.513073,127.0456
46717694,선릉로120길,service,,,,no,,3,37.5132822,127.0432575,37.5137999,127.04307
46717695,이름없음,service,,,,no,,2,37.5134829,127.0431852,37.5135684,127.0435822
46717697,봉은사로55길,residential,,,,no,,2,37.5133854,127.0436519,37.5135539,127.0442619
46717698,봉은사로59길,service,,,,no,,6,37.51168,127.0458134,37.5142484,127.0446031
46717700,봉은사로57길,residential,,,,no,,3,37.5154735,127.0435669,37.514118,127.0440685
46717703,봉은사로55길,residential,,,,no,,9,37.5112784,127.0444265,37.5139007,127.0434601
46717704,선릉로126길,residential,,,,no,,2,37.5151367,127.0420505,37.5152377,127.0424808
46717705,선릉로118길,service,,,,no,,2,37.5128818,127.042918,37.5130658,127.0437755
46717706,봉은사로73길,residential,,,,no,,11,37.5123858,127.0510769,37.5157081,127.0495095
46717707,이름없음,service,,,,no,,4,37.5162974,127.0441168,37.5168887,127.0467807
46717712,선릉로130길,residential,,,,no,,5,37.5165004,127.0415543,37.5174165,127.0466448
46717713,선릉로112길,residential,,,,no,,15,37.5131044,127.0507158,37.5110343,127.0435807
46717714,삼성로111길,residential,,,,no,,2,37.5139174,127.0527975,37.5127114,127.0521449
46717716,학동로68길,residential,,,,no,,8,37.5182287,127.0464207,37.5150677,127.0473209
46717717,선릉로120길,residential,2,,,yes,,5,37.5150677,127.0473209,37.5141005,127.0440748
47072611,이름없음,trunk_link,,,,yes,,18,37.5344544,127.0579968,37.5324632,127.0619353
47072612,이름없음,trunk_link,,,,yes,,3,37.5335661,127.0588579,37.5331432,127.0598155
47072613,이름없음,trunk_link,,,,yes,,14,37.5331432,127.0598155,37.5334535,127.0610696
47072614,이름없음,trunk_link,,,,yes,,19,37.5334535,127.0610696,37.535274,127.0602975
47072617,이름없음,trunk_link,,,,yes,,20,37.5319677,127.058303,37.5324632,127.0619353
47072618,이름없음,trunk_link,,,,yes,,4,37.5324632,127.0619353,37.5320288,127.0637981
47072619,둘레길,residential,,,,yes,,5,37.53555,127.0599901,37.5352717,127.0595714
47073338,강남대로158길,residential,,,,no,asphalt,5,37.5200487,127.0223078,37.5187408,127.0196775
47234001,둘레길,residential,,,,yes,,4,37.5352717,127.0595714,37.5344432,127.057472
47234002,이름없음,trunk_link,,,,yes,,8,37.5344432,127.057472,37.534563,127.0556381
47234003,이름없음,trunk_link,,,,yes,,6,37.5328197,127.0625129,37.53327,127.0615716
47234005,능동로3다길,residential,,,,no,,6,37.533875,127.0653821,37.5326217,127.0637163
47234006,이름없음,primary_link,,,,yes,,2,37.53668,127.0607236,37.5362601,127.0604985
47234007,이름없음,primary_link,,,,yes,,4,37.5362601,127.0604985,37.5348039,127.0597644
47234008,이름없음,primary_link,,,,yes,,2,37.5351307,127.0601382,37.5361851,127.060721
47234009,이름없음,primary_link,,,,yes,,3,37.5361851,127.060721,37.5363818,127.0608887
